sales_key,sales_code,sales_date_key,customer_key,employee_key,store_key,payment_key,promotion_key,sales_status,invoice_number
10694,SAL010694,20220828,574,46,4,18,,Completed,INV-202208-010694
10695,SAL010695,20260215,277,289,25,15,18.0,Completed,INV-202602-010695
10696,SAL010696,20250110,823,162,14,4,,Completed,INV-202501-010696
10697,SAL010697,20250924,62,104,9,16,,Completed,INV-202509-010697
10698,SAL010698,20240627,161,229,20,5,,Completed,INV-202406-010698
10699,SAL010699,20231231,451,204,17,14,,Completed,INV-202312-010699
10700,SAL010700,20251224,36,212,18,8,,Completed,INV-202512-010700
10701,SAL010701,20221217,645,66,6,12,,Completed,INV-202212-010701
10702,SAL010702,20260401,260,147,13,6,,Pending,INV-202604-010702
10703,SAL010703,20220621,659,268,23,1,,Completed,INV-202206-010703
10704,SAL010704,20250910,765,245,21,5,,Completed,INV-202509-010704
10705,SAL010705,20260304,646,177,15,3,,Completed,INV-202603-010705
10706,SAL010706,20230626,744,279,24,15,,Completed,INV-202306-010706
10707,SAL010707,20241024,799,181,16,15,,Completed,INV-202410-010707
10708,SAL010708,20220621,686,229,20,2,,Completed,INV-202206-010708
10709,SAL010709,20260522,693,19,2,10,7.0,Pending,INV-202605-010709
10710,SAL010710,20250411,409,134,12,18,,Completed,INV-202504-010710
10711,SAL010711,20240805,829,224,19,15,,Pending,INV-202408-010711
10712,SAL010712,20221023,585,179,15,18,,Completed,INV-202210-010712
10713,SAL010713,20220128,503,32,3,13,,Completed,INV-202201-010713
10714,SAL010714,20230213,27,51,5,4,,Completed,INV-202302-010714
10715,SAL010715,20220705,473,147,13,10,,Completed,INV-202207-010715
10716,SAL010716,20230815,296,121,11,14,,Completed,INV-202308-010716
10717,SAL010717,20260116,1,203,17,6,,Completed,INV-202601-010717
10718,SAL010718,20240417,261,154,13,13,,Completed,INV-202404-010718
10719,SAL010719,20220428,920,209,18,15,,Completed,INV-202204-010719
10720,SAL010720,20230329,589,198,17,2,,Completed,INV-202303-010720
10721,SAL010721,20260506,646,88,8,9,,Completed,INV-202605-010721
10722,SAL010722,20250124,371,97,9,17,34.0,Completed,INV-202501-010722
10723,SAL010723,20241020,521,21,2,9,36.0,Completed,INV-202410-010723
10724,SAL010724,20220625,298,267,23,9,,Completed,INV-202206-010724
10725,SAL010725,20250606,439,101,9,9,,Completed,INV-202506-010725
10726,SAL010726,20221230,206,142,12,10,,Completed,INV-202212-010726
10727,SAL010727,20221223,545,205,18,11,,Completed,INV-202212-010727
10728,SAL010728,20241019,733,95,8,3,36.0,Completed,INV-202410-010728
10729,SAL010729,20250420,671,142,12,10,,Pending,INV-202504-010729
10730,SAL010730,20241109,449,51,5,10,,Completed,INV-202411-010730
10731,SAL010731,20240705,263,224,19,14,,Completed,INV-202407-010731
10732,SAL010732,20240321,578,126,11,16,,Completed,INV-202403-010732
10733,SAL010733,20221015,845,164,14,1,,Completed,INV-202210-010733
10734,SAL010734,20240717,707,40,4,9,,Pending,INV-202407-010734
10735,SAL010735,20220103,992,254,22,14,,Completed,INV-202201-010735
10736,SAL010736,20250427,515,193,17,18,26.0,Completed,INV-202504-010736
10737,SAL010737,20221231,82,253,22,11,,Completed,INV-202212-010737
10738,SAL010738,20220328,837,279,24,15,,Completed,INV-202203-010738
10739,SAL010739,20250909,604,52,5,4,,Completed,INV-202509-010739
10740,SAL010740,20220125,576,126,11,4,,Completed,INV-202201-010740
10741,SAL010741,20220301,104,117,10,13,,Pending,INV-202203-010741
10742,SAL010742,20230317,391,288,24,3,,Completed,INV-202303-010742
10743,SAL010743,20250330,847,178,15,18,,Completed,INV-202503-010743
10744,SAL010744,20220602,929,114,10,1,,Completed,INV-202206-010744
10745,SAL010745,20250819,187,250,21,13,18.0,Completed,INV-202508-010745
10746,SAL010746,20240711,601,239,20,6,,Completed,INV-202407-010746
10747,SAL010747,20221109,113,186,16,6,,Completed,INV-202211-010747
10748,SAL010748,20260612,906,263,22,9,4.0,Completed,INV-202606-010748
10749,SAL010749,20231009,143,65,6,6,,Completed,INV-202310-010749
10750,SAL010750,20260424,684,71,6,5,7.0,Completed,INV-202604-010750
10751,SAL010751,20260616,834,177,15,11,,Completed,INV-202606-010751
10752,SAL010752,20250527,957,207,18,4,,Completed,INV-202505-010752
10753,SAL010753,20250521,747,104,9,2,,Completed,INV-202505-010753
10754,SAL010754,20251114,421,97,9,7,,Completed,INV-202511-010754
10755,SAL010755,20240407,879,92,8,10,,Completed,INV-202404-010755
10756,SAL010756,20240429,185,271,23,14,,Completed,INV-202404-010756
10757,SAL010757,20221111,177,35,3,8,,Completed,INV-202211-010757
10758,SAL010758,20250323,468,288,24,10,,Completed,INV-202503-010758
10759,SAL010759,20230524,679,150,13,15,,Completed,INV-202305-010759
10760,SAL010760,20230606,382,95,8,3,,Completed,INV-202306-010760
10761,SAL010761,20231214,614,96,8,9,,Completed,INV-202312-010761
10762,SAL010762,20240331,725,15,2,4,,Completed,INV-202403-010762
10763,SAL010763,20231209,145,283,24,9,,Completed,INV-202312-010763
10764,SAL010764,20260121,296,54,5,7,33.0,Completed,INV-202601-010764
10765,SAL010765,20230120,420,38,4,10,,Completed,INV-202301-010765
10766,SAL010766,20240308,307,46,4,14,,Completed,INV-202403-010766
10767,SAL010767,20251021,208,254,22,15,,Completed,INV-202510-010767
10768,SAL010768,20260622,969,33,3,9,,Completed,INV-202606-010768
10769,SAL010769,20220129,549,116,10,9,,Completed,INV-202201-010769
10770,SAL010770,20230731,604,246,21,15,,Pending,INV-202307-010770
10771,SAL010771,20230221,223,136,12,4,,Completed,INV-202302-010771
10772,SAL010772,20230825,186,293,25,8,,Completed,INV-202308-010772
10773,SAL010773,20230311,271,255,22,5,,Completed,INV-202303-010773
10774,SAL010774,20240205,382,28,3,14,,Completed,INV-202402-010774
10775,SAL010775,20220830,695,227,19,16,,Pending,INV-202208-010775
10776,SAL010776,20221010,462,285,24,13,,Completed,INV-202210-010776
10777,SAL010777,20260524,175,204,17,17,,Completed,INV-202605-010777
10778,SAL010778,20221210,856,128,11,6,,Completed,INV-202212-010778
10779,SAL010779,20220213,187,233,20,13,,Completed,INV-202202-010779
10780,SAL010780,20230808,841,22,2,2,,Completed,INV-202308-010780
10781,SAL010781,20220929,683,159,14,10,,Completed,INV-202209-010781
10782,SAL010782,20260221,606,293,25,13,8.0,Completed,INV-202602-010782
10783,SAL010783,20220708,114,107,9,1,,Completed,INV-202207-010783
10784,SAL010784,20231020,550,70,6,2,,Completed,INV-202310-010784
10785,SAL010785,20240812,511,247,21,16,17.0,Completed,INV-202408-010785
10786,SAL010786,20240305,37,106,9,13,,Completed,INV-202403-010786
10787,SAL010787,20231027,220,212,18,14,,Completed,INV-202310-010787
10788,SAL010788,20220503,618,68,6,4,,Completed,INV-202205-010788
10789,SAL010789,20250415,44,249,21,5,,Completed,INV-202504-010789
10790,SAL010790,20240123,482,202,17,1,,Completed,INV-202401-010790
10791,SAL010791,20230804,584,22,2,12,,Completed,INV-202308-010791
10792,SAL010792,20251206,88,154,13,11,,Completed,INV-202512-010792
10793,SAL010793,20220112,269,166,14,8,,Completed,INV-202201-010793
10794,SAL010794,20230201,401,47,4,3,,Completed,INV-202302-010794
10795,SAL010795,20260717,127,15,2,8,,Completed,INV-202607-010795
10796,SAL010796,20220212,97,256,22,10,,Completed,INV-202202-010796
10797,SAL010797,20260728,324,246,21,4,,Completed,INV-202607-010797
10798,SAL010798,20220504,37,260,22,3,,Completed,INV-202205-010798
10799,SAL010799,20231114,39,119,10,6,,Completed,INV-202311-010799
10800,SAL010800,20260117,736,13,2,6,,Completed,INV-202601-010800
10801,SAL010801,20220208,850,257,22,7,,Completed,INV-202202-010801
10802,SAL010802,20260630,333,45,4,2,47.0,Completed,INV-202606-010802
10803,SAL010803,20231210,25,121,11,3,,Completed,INV-202312-010803
10804,SAL010804,20231128,252,14,2,16,,Pending,INV-202311-010804
10805,SAL010805,20250617,406,219,19,15,,Completed,INV-202506-010805
10806,SAL010806,20240709,932,286,24,10,,Completed,INV-202407-010806
10807,SAL010807,20231224,706,65,6,9,,Completed,INV-202312-010807
10808,SAL010808,20230406,815,175,15,12,,Completed,INV-202304-010808
10809,SAL010809,20240214,981,153,13,15,,Completed,INV-202402-010809
10810,SAL010810,20230612,879,198,17,3,,Completed,INV-202306-010810
10811,SAL010811,20240322,968,244,21,12,,Completed,INV-202403-010811
10812,SAL010812,20251014,599,45,4,4,18.0,Completed,INV-202510-010812
10813,SAL010813,20260406,277,225,19,17,,Completed,INV-202604-010813
10814,SAL010814,20251126,734,48,4,5,,Completed,INV-202511-010814
10815,SAL010815,20220214,863,254,22,18,,Completed,INV-202202-010815
10816,SAL010816,20260408,574,109,10,1,,Completed,INV-202604-010816
10817,SAL010817,20231105,335,69,6,5,,Completed,INV-202311-010817
10818,SAL010818,20220813,421,236,20,15,,Completed,INV-202208-010818
10819,SAL010819,20250624,681,56,5,2,,Completed,INV-202506-010819
10820,SAL010820,20230909,899,49,5,14,,Pending,INV-202309-010820
10821,SAL010821,20250531,171,249,21,13,,Completed,INV-202505-010821
10822,SAL010822,20231126,433,69,6,8,,Completed,INV-202311-010822
10823,SAL010823,20260707,28,269,23,13,,Pending,INV-202607-010823
10824,SAL010824,20250129,913,136,12,15,,Completed,INV-202501-010824
10825,SAL010825,20220721,346,112,10,12,,Completed,INV-202207-010825
10826,SAL010826,20251127,134,209,18,1,,Completed,INV-202511-010826
10827,SAL010827,20250804,87,100,9,9,,Completed,INV-202508-010827
10828,SAL010828,20230504,239,209,18,1,,Completed,INV-202305-010828
10829,SAL010829,20240717,725,130,11,1,,Completed,INV-202407-010829
10830,SAL010830,20250304,733,206,18,13,,Completed,INV-202503-010830
10831,SAL010831,20240808,723,262,22,4,,Completed,INV-202408-010831
10832,SAL010832,20231222,276,37,4,15,,Completed,INV-202312-010832
10833,SAL010833,20220601,479,97,9,9,,Completed,INV-202206-010833
10834,SAL010834,20230410,863,142,12,17,,Completed,INV-202304-010834
10835,SAL010835,20241217,887,67,6,7,,Completed,INV-202412-010835
10836,SAL010836,20221226,894,262,22,5,,Completed,INV-202212-010836
10837,SAL010837,20250805,962,153,13,16,,Completed,INV-202508-010837
10838,SAL010838,20250706,614,165,14,13,,Completed,INV-202507-010838
10839,SAL010839,20240415,337,240,20,2,,Completed,INV-202404-010839
10840,SAL010840,20220915,5,255,22,7,,Completed,INV-202209-010840
10841,SAL010841,20240705,703,175,15,18,,Pending,INV-202407-010841
10842,SAL010842,20260110,849,207,18,3,,Completed,INV-202601-010842
10843,SAL010843,20221019,701,139,12,5,,Completed,INV-202210-010843
10844,SAL010844,20250109,152,179,15,2,,Completed,INV-202501-010844
10845,SAL010845,20241118,334,17,2,11,,Completed,INV-202411-010845
10846,SAL010846,20260617,297,242,21,1,13.0,Completed,INV-202606-010846
10847,SAL010847,20240308,461,241,21,2,,Completed,INV-202403-010847
10848,SAL010848,20251203,389,106,9,15,45.0,Completed,INV-202512-010848
10849,SAL010849,20230119,402,63,6,14,,Completed,INV-202301-010849
10850,SAL010850,20230208,169,172,15,2,,Completed,INV-202302-010850
10851,SAL010851,20220421,938,94,8,2,,Completed,INV-202204-010851
10852,SAL010852,20220823,729,229,20,3,,Completed,INV-202208-010852
10853,SAL010853,20230102,720,293,25,14,,Completed,INV-202301-010853
10854,SAL010854,20230701,160,29,3,11,,Completed,INV-202307-010854
10855,SAL010855,20240127,612,66,6,14,,Completed,INV-202401-010855
10856,SAL010856,20240411,292,208,18,9,,Completed,INV-202404-010856
10857,SAL010857,20231001,734,114,10,16,,Completed,INV-202310-010857
10858,SAL010858,20251219,569,247,21,10,,Completed,INV-202512-010858
10859,SAL010859,20231021,465,86,8,5,,Completed,INV-202310-010859
10860,SAL010860,20230513,261,272,23,14,,Completed,INV-202305-010860
10861,SAL010861,20250111,339,262,22,2,,Pending,INV-202501-010861
10862,SAL010862,20251023,961,59,5,1,,Completed,INV-202510-010862
10863,SAL010863,20250817,657,127,11,14,,Completed,INV-202508-010863
10864,SAL010864,20250616,48,250,21,1,17.0,Completed,INV-202506-010864
10865,SAL010865,20231117,845,108,9,17,,Completed,INV-202311-010865
10866,SAL010866,20221206,618,292,25,10,,Completed,INV-202212-010866
10867,SAL010867,20241110,426,42,4,10,,Completed,INV-202411-010867
10868,SAL010868,20260131,703,170,15,14,,Completed,INV-202601-010868
10869,SAL010869,20250227,826,293,25,17,5.0,Completed,INV-202502-010869
10870,SAL010870,20250209,313,266,23,18,,Pending,INV-202502-010870
10871,SAL010871,20230401,530,131,11,14,,Completed,INV-202304-010871
10872,SAL010872,20230319,667,35,3,13,,Completed,INV-202303-010872
10873,SAL010873,20240507,18,178,15,13,,Completed,INV-202405-010873
10874,SAL010874,20220915,117,153,13,10,,Completed,INV-202209-010874
10875,SAL010875,20231102,449,37,4,16,,Completed,INV-202311-010875
10876,SAL010876,20220318,7,103,9,3,,Completed,INV-202203-010876
10877,SAL010877,20240607,384,96,8,15,,Completed,INV-202406-010877
10878,SAL010878,20240509,382,193,17,2,,Cancelled,INV-202405-010878
10879,SAL010879,20231010,276,271,23,4,,Completed,INV-202310-010879
10880,SAL010880,20250825,430,115,10,3,,Completed,INV-202508-010880
10881,SAL010881,20231128,611,90,8,1,,Completed,INV-202311-010881
10882,SAL010882,20260721,483,281,24,11,42.0,Completed,INV-202607-010882
10883,SAL010883,20230119,497,189,16,5,,Completed,INV-202301-010883
10884,SAL010884,20220126,638,256,22,2,,Completed,INV-202201-010884
10885,SAL010885,20260203,724,148,13,7,19.0,Completed,INV-202602-010885
10886,SAL010886,20240106,391,126,11,16,,Completed,INV-202401-010886
10887,SAL010887,20240319,964,212,18,14,,Completed,INV-202403-010887
10888,SAL010888,20260111,418,261,22,4,,Completed,INV-202601-010888
10889,SAL010889,20220630,697,132,11,16,,Completed,INV-202206-010889
10890,SAL010890,20220524,409,180,15,6,,Completed,INV-202205-010890
10891,SAL010891,20250814,592,241,21,7,,Completed,INV-202508-010891
10892,SAL010892,20231003,797,210,18,12,,Completed,INV-202310-010892
10893,SAL010893,20250205,804,47,4,1,,Cancelled,INV-202502-010893
10894,SAL010894,20240118,333,56,5,7,,Completed,INV-202401-010894
10895,SAL010895,20240313,965,121,11,1,,Completed,INV-202403-010895
10896,SAL010896,20240911,288,300,25,4,17.0,Completed,INV-202409-010896
10897,SAL010897,20260321,186,149,13,1,,Completed,INV-202603-010897
10898,SAL010898,20230405,92,58,5,5,,Completed,INV-202304-010898
10899,SAL010899,20230829,424,142,12,18,,Completed,INV-202308-010899
10900,SAL010900,20260526,162,88,8,17,7.0,Completed,INV-202605-010900
10901,SAL010901,20240118,119,167,14,17,,Completed,INV-202401-010901
10902,SAL010902,20220925,840,175,15,16,,Completed,INV-202209-010902
10903,SAL010903,20250423,481,275,23,13,,Completed,INV-202504-010903
10904,SAL010904,20250610,991,145,13,12,20.0,Completed,INV-202506-010904
10905,SAL010905,20240422,221,173,15,8,,Completed,INV-202404-010905
10906,SAL010906,20251213,539,26,3,9,18.0,Completed,INV-202512-010906
10907,SAL010907,20250910,895,191,16,13,,Completed,INV-202509-010907
10908,SAL010908,20230420,310,168,14,17,,Completed,INV-202304-010908
10909,SAL010909,20220318,543,195,17,4,,Pending,INV-202203-010909
10910,SAL010910,20251115,571,140,12,2,,Completed,INV-202511-010910
10911,SAL010911,20230925,990,109,10,9,,Completed,INV-202309-010911
10912,SAL010912,20240113,604,196,17,10,,Completed,INV-202401-010912
10913,SAL010913,20251009,171,44,4,11,,Completed,INV-202510-010913
10914,SAL010914,20251025,841,114,10,8,17.0,Completed,INV-202510-010914
10915,SAL010915,20250517,685,97,9,11,25.0,Completed,INV-202505-010915
10916,SAL010916,20230517,588,59,5,16,,Completed,INV-202305-010916
10917,SAL010917,20230711,448,277,24,18,,Completed,INV-202307-010917
10918,SAL010918,20221224,199,132,11,4,,Completed,INV-202212-010918
10919,SAL010919,20230208,769,62,6,16,,Completed,INV-202302-010919
10920,SAL010920,20250729,367,224,19,7,45.0,Completed,INV-202507-010920
10921,SAL010921,20260409,445,97,9,10,13.0,Completed,INV-202604-010921
10922,SAL010922,20240107,948,56,5,6,,Pending,INV-202401-010922
10923,SAL010923,20221118,113,281,24,9,,Completed,INV-202211-010923
10924,SAL010924,20230630,822,272,23,11,,Completed,INV-202306-010924
10925,SAL010925,20240525,307,230,20,14,,Completed,INV-202405-010925
10926,SAL010926,20241025,228,160,14,17,,Completed,INV-202410-010926
10927,SAL010927,20240605,801,62,6,14,,Completed,INV-202406-010927
10928,SAL010928,20251221,175,126,11,8,,Completed,INV-202512-010928
10929,SAL010929,20250813,327,163,14,13,,Completed,INV-202508-010929
10930,SAL010930,20250125,116,263,22,8,,Completed,INV-202501-010930
10931,SAL010931,20230516,520,155,13,9,,Completed,INV-202305-010931
10932,SAL010932,20230120,510,171,15,3,,Completed,INV-202301-010932
10933,SAL010933,20220824,808,119,10,5,,Completed,INV-202208-010933
10934,SAL010934,20241012,192,178,15,16,27.0,Completed,INV-202410-010934
10935,SAL010935,20240823,569,22,2,6,17.0,Completed,INV-202408-010935
10936,SAL010936,20240805,113,299,25,2,17.0,Completed,INV-202408-010936
10937,SAL010937,20260524,806,58,5,3,7.0,Completed,INV-202605-010937
10938,SAL010938,20220912,377,197,17,3,,Completed,INV-202209-010938
10939,SAL010939,20240310,270,196,17,14,,Completed,INV-202403-010939
10940,SAL010940,20230329,871,162,14,12,,Completed,INV-202303-010940
10941,SAL010941,20260409,298,21,2,14,,Completed,INV-202604-010941
10942,SAL010942,20250302,6,33,3,2,,Completed,INV-202503-010942
10943,SAL010943,20230629,621,181,16,9,,Completed,INV-202306-010943
10944,SAL010944,20250308,824,292,25,16,,Completed,INV-202503-010944
10945,SAL010945,20250606,469,14,2,11,27.0,Completed,INV-202506-010945
10946,SAL010946,20260514,863,93,8,13,,Completed,INV-202605-010946
10947,SAL010947,20230927,102,139,12,8,,Completed,INV-202309-010947
10948,SAL010948,20220301,563,14,2,9,,Completed,INV-202203-010948
10949,SAL010949,20251104,958,176,15,3,,Completed,INV-202511-010949
10950,SAL010950,20260307,285,178,15,8,,Completed,INV-202603-010950
10951,SAL010951,20241110,87,107,9,5,,Completed,INV-202411-010951
10952,SAL010952,20231022,140,51,5,13,,Completed,INV-202310-010952
10953,SAL010953,20231205,887,126,11,13,,Completed,INV-202312-010953
10954,SAL010954,20231215,42,21,2,9,,Completed,INV-202312-010954
10955,SAL010955,20240909,947,240,20,12,,Completed,INV-202409-010955
10956,SAL010956,20260623,740,60,5,14,,Completed,INV-202606-010956
10957,SAL010957,20240902,972,55,5,8,17.0,Completed,INV-202409-010957
10958,SAL010958,20250214,100,180,15,1,18.0,Completed,INV-202502-010958
10959,SAL010959,20230424,363,273,23,15,,Completed,INV-202304-010959
10960,SAL010960,20250908,434,192,16,2,,Completed,INV-202509-010960
10961,SAL010961,20260305,425,106,9,7,10.0,Completed,INV-202603-010961
10962,SAL010962,20260608,661,22,2,7,47.0,Completed,INV-202606-010962
10963,SAL010963,20231128,677,198,17,7,,Completed,INV-202311-010963
10964,SAL010964,20250604,806,269,23,2,,Completed,INV-202506-010964
10965,SAL010965,20230514,83,239,20,6,,Completed,INV-202305-010965
10966,SAL010966,20250307,845,163,14,9,40.0,Completed,INV-202503-010966
10967,SAL010967,20250506,103,131,11,6,,Completed,INV-202505-010967
10968,SAL010968,20240125,359,27,3,12,,Completed,INV-202401-010968
10969,SAL010969,20230619,256,272,23,2,,Completed,INV-202306-010969
10970,SAL010970,20230627,389,88,8,6,,Completed,INV-202306-010970
10971,SAL010971,20220421,212,202,17,14,,Pending,INV-202204-010971
10972,SAL010972,20230910,547,238,20,3,,Completed,INV-202309-010972
10973,SAL010973,20240901,167,49,5,18,17.0,Completed,INV-202409-010973
10974,SAL010974,20260507,269,154,13,3,,Completed,INV-202605-010974
10975,SAL010975,20230823,188,239,20,10,,Completed,INV-202308-010975
10976,SAL010976,20221028,683,100,9,15,,Completed,INV-202210-010976
10977,SAL010977,20251007,844,153,13,8,17.0,Completed,INV-202510-010977
10978,SAL010978,20231026,740,266,23,8,,Completed,INV-202310-010978
10979,SAL010979,20220309,453,256,22,6,,Completed,INV-202203-010979
10980,SAL010980,20250413,89,245,21,7,,Completed,INV-202504-010980
10981,SAL010981,20241027,117,225,19,14,17.0,Completed,INV-202410-010981
10982,SAL010982,20241126,545,146,13,12,5.0,Completed,INV-202411-010982
10983,SAL010983,20220713,413,118,10,10,,Completed,INV-202207-010983
10984,SAL010984,20220902,168,112,10,2,,Completed,INV-202209-010984
10985,SAL010985,20240903,260,217,19,9,17.0,Completed,INV-202409-010985
10986,SAL010986,20250802,262,118,10,14,,Completed,INV-202508-010986
10987,SAL010987,20240301,352,147,13,6,,Completed,INV-202403-010987
10988,SAL010988,20240601,103,65,6,12,,Completed,INV-202406-010988
10989,SAL010989,20231121,10,262,22,15,,Completed,INV-202311-010989
10990,SAL010990,20230513,180,136,12,11,,Completed,INV-202305-010990
10991,SAL010991,20250720,364,45,4,3,,Completed,INV-202507-010991
10992,SAL010992,20250428,413,131,11,14,27.0,Completed,INV-202504-010992
10993,SAL010993,20230105,349,224,19,9,,Completed,INV-202301-010993
10994,SAL010994,20250831,331,271,23,11,,Completed,INV-202508-010994
10995,SAL010995,20260317,659,150,13,8,7.0,Completed,INV-202603-010995
10996,SAL010996,20260617,749,139,12,2,,Completed,INV-202606-010996
10997,SAL010997,20250211,185,219,19,12,,Completed,INV-202502-010997
10998,SAL010998,20230224,73,101,9,3,,Completed,INV-202302-010998
10999,SAL010999,20251021,693,270,23,16,,Completed,INV-202510-010999
11000,SAL011000,20260511,83,21,2,12,,Completed,INV-202605-011000
11001,SAL011001,20250131,621,85,8,14,,Completed,INV-202501-011001
11002,SAL011002,20250404,295,20,2,6,,Pending,INV-202504-011002
11003,SAL011003,20220622,802,177,15,11,,Completed,INV-202206-011003
11004,SAL011004,20250215,728,269,23,7,34.0,Completed,INV-202502-011004
11005,SAL011005,20231211,786,213,18,7,,Completed,INV-202312-011005
11006,SAL011006,20231210,799,39,4,17,,Pending,INV-202312-011006
11007,SAL011007,20220920,119,188,16,9,,Completed,INV-202209-011007
11008,SAL011008,20220121,312,159,14,10,,Completed,INV-202201-011008
11009,SAL011009,20250422,958,88,8,11,36.0,Completed,INV-202504-011009
11010,SAL011010,20231208,357,246,21,12,,Completed,INV-202312-011010
11011,SAL011011,20250930,653,142,12,14,,Completed,INV-202509-011011
11012,SAL011012,20231212,718,32,3,12,,Completed,INV-202312-011012
11013,SAL011013,20241214,64,127,11,14,,Pending,INV-202412-011013
11014,SAL011014,20220820,36,92,8,1,,Completed,INV-202208-011014
11015,SAL011015,20260131,26,170,15,4,,Completed,INV-202601-011015
11016,SAL011016,20240625,693,122,11,5,,Completed,INV-202406-011016
11017,SAL011017,20220713,50,188,16,18,,Completed,INV-202207-011017
11018,SAL011018,20230504,608,28,3,13,,Completed,INV-202305-011018
11019,SAL011019,20241024,695,142,12,16,,Completed,INV-202410-011019
11020,SAL011020,20220711,323,37,4,14,,Completed,INV-202207-011020
11021,SAL011021,20250526,423,193,17,15,,Completed,INV-202505-011021
11022,SAL011022,20230407,283,89,8,4,,Completed,INV-202304-011022
11023,SAL011023,20230820,450,225,19,2,,Completed,INV-202308-011023
11024,SAL011024,20250718,62,131,11,9,30.0,Completed,INV-202507-011024
11025,SAL011025,20250710,169,55,5,11,20.0,Completed,INV-202507-011025
11026,SAL011026,20230530,316,113,10,3,,Completed,INV-202305-011026
11027,SAL011027,20220331,371,264,22,1,,Completed,INV-202203-011027
11028,SAL011028,20250412,216,172,15,6,,Completed,INV-202504-011028
11029,SAL011029,20230822,811,176,15,8,,Completed,INV-202308-011029
11030,SAL011030,20250212,938,66,6,12,25.0,Completed,INV-202502-011030
11031,SAL011031,20250314,778,14,2,12,34.0,Completed,INV-202503-011031
11032,SAL011032,20241129,687,121,11,2,26.0,Pending,INV-202411-011032
11033,SAL011033,20250516,701,289,25,13,34.0,Completed,INV-202505-011033
11034,SAL011034,20230430,199,186,16,1,,Completed,INV-202304-011034
11035,SAL011035,20250526,213,14,2,11,,Completed,INV-202505-011035
11036,SAL011036,20220108,938,26,3,10,,Completed,INV-202201-011036
11037,SAL011037,20250917,255,228,19,13,,Completed,INV-202509-011037
11038,SAL011038,20220627,522,29,3,7,,Completed,INV-202206-011038
11039,SAL011039,20230908,955,263,22,5,,Completed,INV-202309-011039
11040,SAL011040,20240522,861,101,9,14,,Completed,INV-202405-011040
11041,SAL011041,20230429,285,145,13,10,,Completed,INV-202304-011041
11042,SAL011042,20251004,930,269,23,14,17.0,Pending,INV-202510-011042
11043,SAL011043,20250125,999,267,23,4,,Completed,INV-202501-011043
11044,SAL011044,20250411,102,166,14,9,26.0,Completed,INV-202504-011044
11045,SAL011045,20230923,292,108,9,16,,Completed,INV-202309-011045
11046,SAL011046,20240803,792,35,3,3,,Completed,INV-202408-011046
11047,SAL011047,20230612,335,212,18,5,,Completed,INV-202306-011047
11048,SAL011048,20250427,636,105,9,15,26.0,Completed,INV-202504-011048
11049,SAL011049,20240609,892,249,21,15,,Completed,INV-202406-011049
11050,SAL011050,20230918,757,19,2,14,,Completed,INV-202309-011050
11051,SAL011051,20251211,14,191,16,6,28.0,Completed,INV-202512-011051
11052,SAL011052,20220815,261,245,21,11,,Completed,INV-202208-011052
11053,SAL011053,20250720,530,136,12,18,,Completed,INV-202507-011053
11054,SAL011054,20250727,510,233,20,7,,Completed,INV-202507-011054
11055,SAL011055,20230112,750,163,14,9,,Completed,INV-202301-011055
11056,SAL011056,20240128,65,242,21,12,,Completed,INV-202401-011056
11057,SAL011057,20220305,346,232,20,17,,Completed,INV-202203-011057
11058,SAL011058,20260620,534,48,4,14,,Completed,INV-202606-011058
11059,SAL011059,20240227,421,287,24,14,,Completed,INV-202402-011059
11060,SAL011060,20250108,545,246,21,11,,Completed,INV-202501-011060
11061,SAL011061,20221111,92,274,23,6,,Completed,INV-202211-011061
11062,SAL011062,20240523,502,164,14,8,,Completed,INV-202405-011062
11063,SAL011063,20260104,26,166,14,6,,Completed,INV-202601-011063
11064,SAL011064,20230909,923,202,17,16,,Completed,INV-202309-011064
11065,SAL011065,20250107,219,208,18,18,18.0,Completed,INV-202501-011065
11066,SAL011066,20250911,798,227,19,16,45.0,Completed,INV-202509-011066
11067,SAL011067,20220131,259,96,8,12,,Pending,INV-202201-011067
11068,SAL011068,20230328,634,291,25,7,,Completed,INV-202303-011068
11069,SAL011069,20231130,898,247,21,4,,Completed,INV-202311-011069
11070,SAL011070,20260505,106,164,14,2,,Completed,INV-202605-011070
11071,SAL011071,20260419,251,101,9,14,,Cancelled,INV-202604-011071
11072,SAL011072,20220901,185,205,18,13,,Completed,INV-202209-011072
11073,SAL011073,20240901,842,255,22,10,,Completed,INV-202409-011073
11074,SAL011074,20230611,991,38,4,1,,Completed,INV-202306-011074
11075,SAL011075,20230609,106,222,19,11,,Completed,INV-202306-011075
11076,SAL011076,20250325,552,159,14,14,,Completed,INV-202503-011076
11077,SAL011077,20241030,881,255,22,12,,Completed,INV-202410-011077
11078,SAL011078,20240630,691,277,24,1,,Completed,INV-202406-011078
11079,SAL011079,20230809,541,206,18,18,,Completed,INV-202308-011079
11080,SAL011080,20220724,131,32,3,17,,Completed,INV-202207-011080
11081,SAL011081,20220429,678,136,12,11,,Completed,INV-202204-011081
11082,SAL011082,20230519,663,194,17,10,,Completed,INV-202305-011082
11083,SAL011083,20230508,561,239,20,12,,Completed,INV-202305-011083
11084,SAL011084,20221202,500,217,19,2,,Completed,INV-202212-011084
11085,SAL011085,20240221,38,98,9,8,,Completed,INV-202402-011085
11086,SAL011086,20250308,871,53,5,1,,Completed,INV-202503-011086
