purchase_key,purchase_code,purchase_date_key,supplier_key,employee_key,store_key,payment_key,product_key,quantity,unit_cost,subtotal,discount_percent,discount_amount,tax_percent,tax_amount,total_amount,purchase_status,supplier_invoice_no,expected_delivery_date
15580,PUR015580,20241203,68,187,21,7,99,266,321685,85568210,7,5989774,11,8753627,88332063,Completed,INV-SUP-202412-015580,2024-12-05
15581,PUR015581,20220227,60,124,24,13,90,71,125300,8896300,9,800667,0,0,8095633,Completed,INV-SUP-202202-015581,2022-03-09
15582,PUR015582,20220413,61,172,1,17,158,103,1889900,194659700,7,13626179,11,19913687,200947208,Pending,INV-SUP-202204-015582,2022-04-17
15583,PUR015583,20220114,99,112,3,13,30,157,325377,51084189,4,2043367,11,5394490,54435312,Completed,INV-SUP-202201-015583,2022-01-27
15584,PUR015584,20220626,53,261,2,3,27,105,207672,21805560,15,3270834,11,2038819,20573545,Pending,INV-SUP-202206-015584,2022-07-02
15585,PUR015585,20260801,52,174,14,7,170,163,417585,68066355,2,1361327,11,7337553,74042581,Completed,INV-SUP-202608-015585,2026-08-10
15586,PUR015586,20231010,31,26,10,7,440,18,3951189,71121402,11,7823354,11,6962785,70260833,Completed,INV-SUP-202310-015586,2023-10-20
15587,PUR015587,20260304,64,188,7,18,296,84,590744,49622496,4,1984899,11,5240135,52877732,Completed,INV-SUP-202603-015587,2026-03-16
15588,PUR015588,20240827,105,143,15,11,537,111,434214,48197754,1,481977,11,5248735,52964512,Completed,INV-SUP-202408-015588,2024-09-09
15589,PUR015589,20220831,50,95,8,3,841,72,117564,8464608,9,761814,0,0,7702794,Completed,INV-SUP-202208-015589,2022-09-07
15590,PUR015590,20241027,3,122,15,14,500,114,402800,45919200,4,1836768,11,4849067,48931499,Completed,INV-SUP-202410-015590,2024-10-31
15591,PUR015591,20230904,14,288,5,15,892,40,1269400,50776000,0,0,11,5585360,56361360,Completed,INV-SUP-202309-015591,2023-09-11
15592,PUR015592,20251128,129,55,8,18,401,11,382500,4207500,8,336600,11,425799,4296699,Completed,INV-SUP-202511-015592,2025-12-02
15593,PUR015593,20260924,71,60,4,18,107,127,1742654,221317058,11,24344876,11,21666940,218639122,Completed,INV-SUP-202609-015593,2026-10-03
15594,PUR015594,20220919,26,22,24,9,409,19,7379000,140201000,0,0,11,15422110,155623110,Pending,INV-SUP-202209-015594,2022-09-22
15595,PUR015595,20230515,81,119,23,16,966,198,771750,152806500,13,19864845,11,14623582,147565237,Completed,INV-SUP-202305-015595,2023-05-17
15596,PUR015596,20261020,87,56,6,7,820,24,1568392,37641408,14,5269797,11,3560877,35932488,Completed,INV-SUP-202610-015596,2026-10-22
15597,PUR015597,20240319,44,245,14,8,956,89,1830411,162906579,0,0,11,17919723,180826302,Completed,INV-SUP-202403-015597,2024-04-02
15598,PUR015598,20230202,51,53,18,13,623,84,656700,55162800,0,0,11,6067908,61230708,Completed,INV-SUP-202302-015598,2023-02-08
15599,PUR015599,20260911,63,241,13,12,7,211,36312,7661832,2,153236,11,825945,8334541,Completed,INV-SUP-202609-015599,2026-09-23
15600,PUR015600,20260310,78,285,6,5,629,194,1351875,262263750,0,0,11,28849012,291112762,Completed,INV-SUP-202603-015600,2026-03-24
15601,PUR015601,20240413,85,261,6,4,28,397,50096,19888112,5,994405,0,0,18893707,Completed,INV-SUP-202404-015601,2024-04-19
15602,PUR015602,20260930,148,226,13,3,734,80,696168,55693440,6,3341606,11,5758701,58110535,Completed,INV-SUP-202609-015602,2026-10-02
15603,PUR015603,20260615,135,84,17,13,293,12,1449420,17393040,13,2261095,11,1664513,16796458,Completed,INV-SUP-202606-015603,2026-06-25
15604,PUR015604,20260611,45,77,9,8,893,148,102802,15214696,12,1825763,11,1472782,14861715,Completed,INV-SUP-202606-015604,2026-06-22
15605,PUR015605,20250909,106,279,22,3,560,116,1972328,228790048,12,27454805,11,22146876,223482119,Completed,INV-SUP-202509-015605,2025-09-18
15606,PUR015606,20240122,125,9,23,9,390,177,922474,163277898,2,3265557,11,17601357,177613698,Completed,INV-SUP-202401-015606,2024-01-30
15607,PUR015607,20240712,125,105,24,7,882,33,187278,6180174,8,494413,11,625433,6311194,Completed,INV-SUP-202407-015607,2024-07-23
15608,PUR015608,20240410,49,39,22,13,21,60,101430,6085800,3,182574,11,649354,6552580,Completed,INV-SUP-202404-015608,2024-04-14
15609,PUR015609,20230215,48,117,1,6,903,44,15038100,661676400,3,19850292,11,70600871,712426979,Completed,INV-SUP-202302-015609,2023-02-28
15610,PUR015610,20260617,9,47,15,17,190,28,348975,9771300,5,488565,11,1021100,10303835,Completed,INV-SUP-202606-015610,2026-06-28
15611,PUR015611,20230220,103,204,10,9,996,402,1619046,650856492,13,84611343,11,62286966,628532115,Completed,INV-SUP-202302-015611,2023-02-27
15612,PUR015612,20240501,140,186,7,2,979,17,8263431,140478327,5,7023916,11,14679985,148134396,Completed,INV-SUP-202405-015612,2024-05-14
15613,PUR015613,20240606,77,23,2,4,191,16,9219700,147515200,11,16226672,11,14441738,145730266,Pending,INV-SUP-202406-015613,2024-06-16
15614,PUR015614,20230907,147,176,5,9,603,18,7985784,143744112,15,21561616,11,13440074,135622570,Completed,INV-SUP-202309-015614,2023-09-16
15615,PUR015615,20220713,140,4,19,15,472,200,123872,24774400,14,3468416,11,2343658,23649642,Completed,INV-SUP-202207-015615,2022-07-23
15616,PUR015616,20230825,24,173,20,14,838,104,1151478,119753712,0,0,11,13172908,132926620,Cancelled,INV-SUP-202308-015616,2023-08-29
15617,PUR015617,20230404,81,204,10,4,105,61,3046526,185838086,3,5575142,11,19828923,200091867,Completed,INV-SUP-202304-015617,2023-04-07
15618,PUR015618,20260716,14,163,18,2,11,37,8016000,296592000,4,11863680,11,31320115,316048435,Completed,INV-SUP-202607-015618,2026-07-30
15619,PUR015619,20260618,55,175,12,11,119,85,10094,857990,10,85799,11,84941,857132,Completed,INV-SUP-202606-015619,2026-06-28
15620,PUR015620,20260117,33,55,20,6,97,13,10525984,136837792,2,2736755,11,14751114,148852151,Completed,INV-SUP-202601-015620,2026-01-31
15621,PUR015621,20240111,116,191,6,4,851,82,712151,58396382,11,6423602,11,5717005,57689785,Completed,INV-SUP-202401-015621,2024-01-16
15622,PUR015622,20231015,111,264,22,12,34,20,392904,7858080,3,235742,11,838457,8460795,Completed,INV-SUP-202310-015622,2023-10-23
15623,PUR015623,20231118,146,28,5,9,209,40,1196547,47861880,3,1435856,11,5106862,51532886,Completed,INV-SUP-202311-015623,2023-11-26
15624,PUR015624,20230227,88,57,1,7,385,57,4288900,244467300,10,24446730,11,24202262,244222832,Completed,INV-SUP-202302-015624,2023-03-07
15625,PUR015625,20231205,105,125,25,1,678,352,1747100,614979200,3,18449376,11,65618280,662148104,Completed,INV-SUP-202312-015625,2023-12-18
15626,PUR015626,20260702,128,137,6,1,58,22,4293026,94446572,5,4722328,11,9869666,99593910,Completed,INV-SUP-202607-015626,2026-07-05
15627,PUR015627,20261211,38,91,19,8,387,88,241766,21275408,14,2978557,11,2012653,20309504,Completed,INV-SUP-202612-015627,2026-12-25
15628,PUR015628,20250622,75,74,13,9,454,173,97566,16878918,13,2194259,11,1615312,16299971,Completed,INV-SUP-202506-015628,2025-06-26
15629,PUR015629,20260504,109,269,18,10,470,37,919851,34034487,5,1701724,11,3556603,35889366,Completed,INV-SUP-202605-015629,2026-05-13
15630,PUR015630,20250215,34,262,15,1,658,229,13566,3106614,2,62132,11,334893,3379375,Pending,INV-SUP-202502-015630,2025-02-22
15631,PUR015631,20240122,8,221,15,16,377,118,1720128,202975104,10,20297510,11,20094535,202772129,Completed,INV-SUP-202401-015631,2024-01-26
15632,PUR015632,20220403,58,132,15,16,792,146,157608,23010768,9,2070969,11,2303377,23243176,Completed,INV-SUP-202204-015632,2022-04-08
15633,PUR015633,20230602,13,22,5,11,523,44,2217905,97587820,8,7807025,11,9875887,99656682,Pending,INV-SUP-202306-015633,2023-06-11
15634,PUR015634,20260915,104,174,23,1,351,182,307400,55946800,2,1118936,11,6031065,60858929,Completed,INV-SUP-202609-015634,2026-09-25
15635,PUR015635,20230523,70,274,12,7,395,74,93120,6890880,10,689088,11,682197,6883989,Completed,INV-SUP-202305-015635,2023-05-29
15636,PUR015636,20220331,59,89,6,9,677,82,942582,77291724,0,0,11,8502089,85793813,Completed,INV-SUP-202203-015636,2022-04-12
15637,PUR015637,20250525,126,168,13,1,908,199,1460056,290551144,10,29055114,11,28764563,290260593,Completed,INV-SUP-202505-015637,2025-06-06
15638,PUR015638,20251009,17,237,9,1,879,23,291200,6697600,0,0,11,736736,7434336,Completed,INV-SUP-202510-015638,2025-10-13
15639,PUR015639,20251129,49,268,15,7,707,17,9101009,154717153,14,21660401,11,14636242,147692994,Completed,INV-SUP-202511-015639,2025-12-11
15640,PUR015640,20240906,71,277,14,2,805,139,376992,52401888,1,524018,11,5706565,57584435,Completed,INV-SUP-202409-015640,2024-09-16
15641,PUR015641,20261225,21,60,2,3,172,12,8096913,97162956,4,3886518,11,10260408,103536846,Completed,INV-SUP-202612-015641,2027-01-05
15642,PUR015642,20230401,125,265,4,1,962,80,107600,8608000,8,688640,11,871129,8790489,Completed,INV-SUP-202304-015642,2023-04-03
15643,PUR015643,20250415,43,268,9,6,209,36,1196547,43075692,2,861513,11,4643559,46857738,Completed,INV-SUP-202504-015643,2025-04-25
15644,PUR015644,20240603,17,57,21,18,188,115,2455398,282370770,1,2823707,11,30750176,310297239,Completed,INV-SUP-202406-015644,2024-06-14
15645,PUR015645,20240613,20,155,24,16,797,67,1402139,93943313,6,5636598,11,9713738,98020453,Completed,INV-SUP-202406-015645,2024-06-22
15646,PUR015646,20240612,128,124,2,15,709,31,1076508,33371748,0,0,11,3670892,37042640,Completed,INV-SUP-202406-015646,2024-06-18
15647,PUR015647,20240304,91,126,12,7,606,69,500940,34564860,10,3456486,11,3421921,34530295,Completed,INV-SUP-202403-015647,2024-03-18
15648,PUR015648,20250718,64,271,6,13,257,21,1907890,40065690,14,5609196,11,3790214,38246708,Completed,INV-SUP-202507-015648,2025-07-23
15649,PUR015649,20260716,109,17,23,4,185,72,27645,1990440,4,79617,11,210190,2121013,Completed,INV-SUP-202607-015649,2026-07-21
15650,PUR015650,20260331,11,277,1,13,343,39,5329044,207832716,13,27018253,11,19889590,200704053,Completed,INV-SUP-202603-015650,2026-04-14
15651,PUR015651,20250109,48,42,11,18,322,118,264306,31188108,14,4366335,11,2950395,29772168,Completed,INV-SUP-202501-015651,2025-01-16
15652,PUR015652,20241128,118,29,18,13,399,15,294525,4417875,13,574323,11,422790,4266342,Completed,INV-SUP-202411-015652,2024-12-05
15653,PUR015653,20240710,89,193,25,7,719,14,7246305,101448270,9,9130344,11,10154971,102472897,Completed,INV-SUP-202407-015653,2024-07-24
15654,PUR015654,20220930,32,260,9,18,666,192,542707,104199744,0,0,11,11461971,115661715,Completed,INV-SUP-202209-015654,2022-10-06
15655,PUR015655,20240422,40,247,19,1,213,162,12524,2028888,10,202888,11,200860,2026860,Completed,INV-SUP-202404-015655,2024-04-28
15656,PUR015656,20230813,102,232,15,15,15,419,40596,17009724,15,2551458,11,1590409,16048675,Completed,INV-SUP-202308-015656,2023-08-21
15657,PUR015657,20220119,146,237,20,15,350,82,1133251,92926582,0,0,11,10221924,103148506,Completed,INV-SUP-202201-015657,2022-01-21
15658,PUR015658,20240521,79,141,25,10,815,23,8491500,195304500,0,0,11,21483495,216787995,Completed,INV-SUP-202405-015658,2024-05-25
15659,PUR015659,20250228,39,213,7,11,348,5,1621802,8109010,8,648720,11,820631,8280921,Completed,INV-SUP-202502-015659,2025-03-10
15660,PUR015660,20241021,9,227,18,1,649,123,1506700,185324100,15,27798615,11,17327803,174853288,Completed,INV-SUP-202410-015660,2024-10-29
15661,PUR015661,20221204,79,24,12,11,797,45,1347687,60645915,6,3638754,11,6270787,63277948,Completed,INV-SUP-202212-015661,2022-12-06
15662,PUR015662,20221201,110,290,11,4,144,125,250470,31308750,9,2817787,11,3134005,31624968,Completed,INV-SUP-202212-015662,2022-12-05
15663,PUR015663,20220203,102,135,3,17,190,71,345450,24526950,1,245269,11,2670984,26952665,Completed,INV-SUP-202202-015663,2022-02-13
15664,PUR015664,20230322,6,262,25,3,286,78,335258,26150124,10,2615012,11,2588862,26123974,Completed,INV-SUP-202303-015664,2023-04-04
15665,PUR015665,20241118,71,100,2,3,848,56,294588,16496928,0,0,11,1814662,18311590,Completed,INV-SUP-202411-015665,2024-11-22
15666,PUR015666,20240811,62,232,16,15,958,161,635304,102283944,14,14319752,11,9676061,97640253,Completed,INV-SUP-202408-015666,2024-08-15
15667,PUR015667,20230518,48,19,4,16,649,94,1536834,144462396,3,4333871,11,15414137,155542662,Completed,INV-SUP-202305-015667,2023-05-22
15668,PUR015668,20241013,113,97,12,3,613,28,6397742,179136776,11,19705045,11,17537490,176969221,Pending,INV-SUP-202410-015668,2024-10-23
15669,PUR015669,20261029,70,240,5,16,44,161,316600,50972600,1,509726,11,5550916,56013790,Completed,INV-SUP-202610-015669,2026-11-09
15670,PUR015670,20231221,24,48,25,7,772,158,628018,99226844,13,12899489,11,9496009,95823364,Completed,INV-SUP-202312-015670,2023-12-28
15671,PUR015671,20251024,3,215,1,13,313,122,914000,111508000,15,16726200,11,10425998,105207798,Completed,INV-SUP-202510-015671,2025-11-04
15672,PUR015672,20230531,129,226,10,12,173,24,3322368,79736832,4,3189473,11,8420209,84967568,Completed,INV-SUP-202305-015672,2023-06-07
15673,PUR015673,20250817,115,243,15,5,97,28,10525984,294727552,6,17683653,11,30474828,307518727,Completed,INV-SUP-202508-015673,2025-08-28
15674,PUR015674,20260124,55,201,20,12,922,404,713144,288110176,0,0,11,31692119,319802295,Completed,INV-SUP-202601-015674,2026-02-03
15675,PUR015675,20260126,18,54,17,18,422,170,1379268,234475560,7,16413289,11,23986849,242049120,Completed,INV-SUP-202601-015675,2026-02-08
15676,PUR015676,20220523,48,254,5,7,770,149,32300,4812700,2,96254,11,518809,5235255,Completed,INV-SUP-202205-015676,2022-06-05
15677,PUR015677,20250913,145,283,16,13,651,243,44268,10757124,0,0,0,0,10757124,Completed,INV-SUP-202509-015677,2025-09-20
15678,PUR015678,20230604,90,226,22,7,725,45,1186911,53410995,3,1602329,11,5698953,57507619,Completed,INV-SUP-202306-015678,2023-06-14
15679,PUR015679,20250530,23,168,12,4,709,51,1055400,53825400,6,3229524,11,5565546,56161422,Completed,INV-SUP-202505-015679,2025-06-01
15680,PUR015680,20240902,8,231,7,8,785,55,1819521,100073655,6,6004419,11,10347615,104416851,Completed,INV-SUP-202409-015680,2024-09-07
15681,PUR015681,20260920,34,185,14,15,940,179,1009091,180627289,10,18062728,11,17882101,180446662,Completed,INV-SUP-202609-015681,2026-09-24
15682,PUR015682,20250327,100,25,5,12,726,17,2366504,40230568,5,2011528,11,4204094,42423134,Completed,INV-SUP-202503-015682,2025-03-31
15683,PUR015683,20220417,1,59,9,3,431,19,14265846,271051074,7,18973575,11,27728524,279806023,Completed,INV-SUP-202204-015683,2022-04-30
15684,PUR015684,20221028,80,206,2,6,495,49,784972,38463628,6,2307817,11,3977139,40132950,Pending,INV-SUP-202210-015684,2022-11-05
15685,PUR015685,20220701,70,297,16,14,851,132,698049,92142468,14,12899945,11,8716677,87959200,Completed,INV-SUP-202207-015685,2022-07-09
15686,PUR015686,20240531,130,189,3,1,54,71,246945,17533095,6,1051985,11,1812922,18294032,Completed,INV-SUP-202405-015686,2024-06-04
15687,PUR015687,20260702,87,33,1,11,614,13,2592922,33707986,13,4382038,11,3225854,32551802,Completed,INV-SUP-202607-015687,2026-07-16
15688,PUR015688,20260810,67,48,2,10,626,20,15085461,301709220,12,36205106,11,29205452,294709566,Completed,INV-SUP-202608-015688,2026-08-13
15689,PUR015689,20260827,118,27,24,7,825,19,2719402,51668638,4,2066745,11,5456208,55058101,Completed,INV-SUP-202608-015689,2026-08-31
15690,PUR015690,20240814,69,168,21,5,662,55,1762662,96946410,9,8725176,11,9704335,97925569,Completed,INV-SUP-202408-015690,2024-08-21
15691,PUR015691,20260129,37,106,25,6,904,126,549945,69293070,1,692930,11,7546015,76146155,Completed,INV-SUP-202601-015691,2026-02-08
15692,PUR015692,20240302,47,168,6,2,819,16,2423798,38780768,11,4265884,11,3796637,38311521,Completed,INV-SUP-202403-015692,2024-03-10
15693,PUR015693,20250206,13,174,12,1,298,94,95647,8990818,8,719265,11,909870,9181423,Completed,INV-SUP-202502-015693,2025-02-20
15694,PUR015694,20251130,102,289,3,17,214,19,438845,8338055,10,833805,11,825467,8329717,Cancelled,INV-SUP-202511-015694,2025-12-14
15695,PUR015695,20241123,135,136,3,3,510,28,242097,6778716,10,677871,11,671092,6771937,Completed,INV-SUP-202411-015695,2024-12-06
15696,PUR015696,20241117,50,65,9,6,249,26,3027475,78714350,5,3935717,11,8225649,83004282,Completed,INV-SUP-202411-015696,2024-11-28
15697,PUR015697,20220628,99,120,9,9,944,24,391149,9387576,14,1314260,11,888064,8961380,Completed,INV-SUP-202206-015697,2022-07-09
15698,PUR015698,20240312,101,141,11,6,199,45,2041600,91872000,9,8268480,11,9196387,92799907,Completed,INV-SUP-202403-015698,2024-03-21
15699,PUR015699,20220602,97,34,9,17,635,36,2171100,78159600,0,0,11,8597556,86757156,Completed,INV-SUP-202206-015699,2022-06-12
15700,PUR015700,20241009,50,293,13,11,878,18,3387468,60974424,14,8536419,11,5768180,58206185,Completed,INV-SUP-202410-015700,2024-10-19
15701,PUR015701,20260317,141,175,12,17,622,76,335724,25515024,13,3316953,11,2441787,24639858,Completed,INV-SUP-202603-015701,2026-03-19
15702,PUR015702,20231002,5,207,25,15,616,189,306500,57928500,4,2317140,11,6117249,61728609,Completed,INV-SUP-202310-015702,2023-10-08
15703,PUR015703,20261109,4,148,9,9,372,52,2904700,151044400,3,4531332,11,16116437,162629505,Pending,INV-SUP-202611-015703,2026-11-12
15704,PUR015704,20260317,150,284,11,18,732,428,36630,15677640,14,2194869,0,0,13482771,Completed,INV-SUP-202603-015704,2026-03-30
15705,PUR015705,20241030,56,133,22,3,635,16,2171100,34737600,11,3821136,11,3400811,34317275,Completed,INV-SUP-202410-015705,2024-11-01
15706,PUR015706,20250225,118,257,17,11,187,46,82500,3795000,10,379500,0,0,3415500,Pending,INV-SUP-202502-015706,2025-03-08
15707,PUR015707,20241229,10,233,11,8,511,102,158800,16197600,3,485928,11,1728283,17439955,Completed,INV-SUP-202412-015707,2025-01-11
15708,PUR015708,20260306,128,100,12,6,154,157,721038,113202966,2,2264059,11,12203279,123142186,Completed,INV-SUP-202603-015708,2026-03-09
15709,PUR015709,20240723,38,181,5,3,584,144,526878,75870432,12,9104451,11,7344257,74110238,Completed,INV-SUP-202407-015709,2024-07-27
15710,PUR015710,20251019,115,40,17,10,780,132,74787,9871884,0,0,0,0,9871884,Completed,INV-SUP-202510-015710,2025-10-24
15711,PUR015711,20230702,96,290,8,8,132,187,240300,44936100,5,2246805,11,4695822,47385117,Completed,INV-SUP-202307-015711,2023-07-12
15712,PUR015712,20260816,128,257,3,18,488,162,788508,127738296,10,12773829,11,12646091,127610558,Completed,INV-SUP-202608-015712,2026-08-25
15713,PUR015713,20250328,77,217,21,6,22,404,85734,34636536,13,4502749,0,0,30133787,Completed,INV-SUP-202503-015713,2025-03-31
15714,PUR015714,20221013,143,52,11,14,180,46,15396646,708245716,10,70824571,11,70116325,707537470,Pending,INV-SUP-202210-015714,2022-10-18
15715,PUR015715,20220511,130,225,10,16,65,129,377790,48734910,0,0,11,5360840,54095750,Completed,INV-SUP-202205-015715,2022-05-15
15716,PUR015716,20220625,102,209,22,1,121,224,115042,25769408,1,257694,11,2806288,28318002,Completed,INV-SUP-202206-015716,2022-06-29
15717,PUR015717,20220412,126,4,18,16,302,4,5125498,20501992,8,1640159,11,2074801,20936634,Completed,INV-SUP-202204-015717,2022-04-18
15718,PUR015718,20240610,150,7,10,6,30,227,312741,70992207,12,8519064,11,6872045,69345188,Completed,INV-SUP-202406-015718,2024-06-12
15719,PUR015719,20231004,130,52,19,16,841,30,121200,3636000,0,0,0,0,3636000,Completed,INV-SUP-202310-015719,2023-10-15
15720,PUR015720,20260518,137,21,2,17,910,64,6069492,388447488,1,3884474,11,42301931,426864945,Completed,INV-SUP-202605-015720,2026-05-29
15721,PUR015721,20220305,5,129,16,1,380,229,508305,116401845,0,0,11,12804202,129206047,Completed,INV-SUP-202203-015721,2022-03-12
15722,PUR015722,20230903,140,238,12,2,275,38,328553,12485014,9,1123651,11,1249749,12611112,Completed,INV-SUP-202309-015722,2023-09-12
15723,PUR015723,20250416,71,84,23,1,65,147,393210,57801870,4,2312074,11,6103877,61593673,Cancelled,INV-SUP-202504-015723,2025-04-23
15724,PUR015724,20240306,112,105,25,16,982,14,8970687,125589618,6,7535377,11,12985966,131040207,Completed,INV-SUP-202403-015724,2024-03-18
15725,PUR015725,20220803,114,39,17,10,441,70,12761700,893319000,14,125064660,11,84507977,852762317,Completed,INV-SUP-202208-015725,2022-08-10
15726,PUR015726,20241004,2,38,6,10,570,162,165727,26847774,3,805433,11,2864657,28906998,Completed,INV-SUP-202410-015726,2024-10-10
15727,PUR015727,20220926,19,279,2,4,316,20,4375000,87500000,15,13125000,11,8181250,82556250,Completed,INV-SUP-202209-015727,2022-09-28
15728,PUR015728,20260517,113,201,1,12,882,115,185367,21317205,3,639516,11,2274545,22952234,Completed,INV-SUP-202605-015728,2026-05-19
15729,PUR015729,20241123,29,222,18,13,622,88,332400,29251200,11,3217632,11,2863692,28897260,Completed,INV-SUP-202411-015729,2024-11-28
15730,PUR015730,20230820,39,24,20,4,646,83,313900,26053700,3,781611,11,2779929,28052018,Completed,INV-SUP-202308-015730,2023-08-22
15731,PUR015731,20231219,54,11,16,4,829,28,143352,4013856,1,40138,0,0,3973718,Completed,INV-SUP-202312-015731,2023-12-27
15732,PUR015732,20221205,110,138,2,3,320,5,10468668,52343340,8,4187467,11,5297146,53453019,Completed,INV-SUP-202212-015732,2022-12-10
15733,PUR015733,20230315,50,63,19,10,718,34,326500,11101000,3,333030,11,1184476,11952446,Completed,INV-SUP-202303-015733,2023-03-24
15734,PUR015734,20220312,125,122,13,11,138,138,768124,106001112,1,1060011,11,11543521,116484622,Pending,INV-SUP-202203-015734,2022-03-18
15735,PUR015735,20220802,65,249,23,4,653,499,40273,20096227,1,200962,0,0,19895265,Completed,INV-SUP-202208-015735,2022-08-10
15736,PUR015736,20260714,110,266,21,7,328,67,571302,38277234,15,5741585,11,3578921,36114570,Completed,INV-SUP-202607-015736,2026-07-16
15737,PUR015737,20220712,10,46,16,12,336,280,20808,5826240,12,699148,11,563980,5691072,Completed,INV-SUP-202207-015737,2022-07-15
15738,PUR015738,20220403,72,105,21,8,760,250,225900,56475000,3,1694250,11,6025882,60806632,Completed,INV-SUP-202204-015738,2022-04-07
15739,PUR015739,20250603,138,41,10,18,113,152,22725,3454200,14,483588,11,326767,3297379,Completed,INV-SUP-202506-015739,2025-06-13
15740,PUR015740,20250602,54,15,24,8,118,40,1123836,44953440,1,449534,11,4895429,49399335,Completed,INV-SUP-202506-015740,2025-06-06
15741,PUR015741,20230801,127,217,13,3,1000,127,1397979,177543333,15,26631499,11,16600301,167512135,Cancelled,INV-SUP-202308-015741,2023-08-08
15742,PUR015742,20251009,147,248,23,7,948,20,2525010,50500200,13,6565026,11,4832869,48768043,Completed,INV-SUP-202510-015742,2025-10-19
15743,PUR015743,20260608,23,24,21,12,115,95,456924,43407780,9,3906700,11,4345118,43846198,Completed,INV-SUP-202606-015743,2026-06-14
15744,PUR015744,20241006,35,90,19,10,77,118,221392,26124256,10,2612425,11,2586301,26098132,Completed,INV-SUP-202410-015744,2024-10-09
15745,PUR015745,20220629,56,47,4,5,644,189,141523,26747847,10,2674784,11,2648036,26721099,Completed,INV-SUP-202206-015745,2022-07-10
15746,PUR015746,20261211,21,180,11,6,594,25,1919709,47992725,9,4319345,11,4804071,48477451,Completed,INV-SUP-202612-015746,2026-12-19
15747,PUR015747,20220123,49,11,19,1,341,17,970260,16494420,5,824721,11,1723666,17393365,Completed,INV-SUP-202201-015747,2022-01-30
15748,PUR015748,20260323,17,7,17,8,281,3,4927300,14781900,0,0,11,1626009,16407909,Completed,INV-SUP-202603-015748,2026-03-27
15749,PUR015749,20230121,114,219,5,8,715,196,51809,10154564,1,101545,11,1105832,11158851,Completed,INV-SUP-202301-015749,2023-02-01
15750,PUR015750,20261118,60,19,11,7,538,3,3754518,11263554,11,1238990,11,1102702,11127266,Completed,INV-SUP-202611-015750,2026-11-25
15751,PUR015751,20250213,144,49,22,8,849,34,13885162,472095508,2,9441910,11,50891895,513545493,Completed,INV-SUP-202502-015751,2025-02-15
15752,PUR015752,20260223,80,83,21,16,398,5,9551994,47759970,15,7163995,11,4465557,45061532,Completed,INV-SUP-202602-015752,2026-03-09
15753,PUR015753,20261006,116,180,17,10,143,13,5933102,77130326,13,10026942,11,7381372,74484756,Completed,INV-SUP-202610-015753,2026-10-14
15754,PUR015754,20240324,100,86,3,12,274,17,6637950,112845150,5,5642257,11,11792318,118995211,Completed,INV-SUP-202403-015754,2024-04-01
15755,PUR015755,20220422,13,119,22,16,529,178,9700,1726600,6,103596,11,178530,1801534,Completed,INV-SUP-202204-015755,2022-04-27
15756,PUR015756,20250727,146,209,22,11,601,200,1138200,227640000,7,15934800,11,23287572,234992772,Completed,INV-SUP-202507-015756,2025-07-31
15757,PUR015757,20220602,146,67,1,18,256,8,20675196,165401568,8,13232125,11,16738638,168908081,Completed,INV-SUP-202206-015757,2022-06-08
15758,PUR015758,20260930,145,299,1,10,950,295,40491,11944845,5,597242,11,1248236,12595839,Pending,INV-SUP-202609-015758,2026-10-03
15759,PUR015759,20230925,109,148,16,7,921,264,23028,6079392,9,547145,11,608547,6140794,Completed,INV-SUP-202309-015759,2023-10-02
15760,PUR015760,20241105,8,155,15,14,732,211,35890,7572790,9,681551,0,0,6891239,Completed,INV-SUP-202411-015760,2024-11-18
15761,PUR015761,20220826,35,60,14,9,373,328,291159,95500152,10,9550015,11,9454515,95404652,Completed,INV-SUP-202208-015761,2022-09-09
15762,PUR015762,20220129,90,171,4,12,343,19,5437800,103318200,7,7232274,11,10569451,106655377,Completed,INV-SUP-202201-015762,2022-02-07
15763,PUR015763,20230403,103,154,6,4,995,18,13401700,241230600,8,19298448,11,24412536,246344688,Completed,INV-SUP-202304-015763,2023-04-12
15764,PUR015764,20220525,113,95,5,17,456,11,3241448,35655928,3,1069677,11,3804487,38390738,Completed,INV-SUP-202205-015764,2022-06-03
15765,PUR015765,20220730,148,7,14,9,30,276,309582,85444632,13,11107802,11,8177051,82513881,Completed,INV-SUP-202207-015765,2022-08-05
15766,PUR015766,20260304,55,35,4,15,593,25,3251046,81276150,4,3251046,11,8582761,86607865,Completed,INV-SUP-202603-015766,2026-03-15
15767,PUR015767,20260224,108,193,1,11,835,72,45202,3254544,14,455636,11,307879,3106787,Completed,INV-SUP-202602-015767,2026-03-05
15768,PUR015768,20231213,136,210,21,1,107,67,1725400,115601800,7,8092126,11,11826064,119335738,Completed,INV-SUP-202312-015768,2023-12-22
15769,PUR015769,20220616,127,188,11,12,553,49,1386792,67952808,10,6795280,11,6727328,67884856,Completed,INV-SUP-202206-015769,2022-06-19
15770,PUR015770,20250512,105,214,15,5,547,23,2680920,61661160,14,8632562,11,5833145,58861743,Completed,INV-SUP-202505-015770,2025-05-17
15771,PUR015771,20260514,131,48,7,5,726,24,2414800,57955200,13,7534176,11,5546312,55967336,Completed,INV-SUP-202605-015771,2026-05-18
15772,PUR015772,20250927,11,91,23,9,888,143,35020,5007860,12,600943,11,484760,4891677,Completed,INV-SUP-202509-015772,2025-09-29
