return_key,return_code,sales_key,sales_detail_key,product_key,stock_key,return_date_key,return_quantity,unit_price,gross_return,discount_amount,tax_amount,refund_amount,cost_price,return_reason,refund_method,return_status
453,RET000453,15195,40319,695,11373,20240828,2,85100,170200,0,0,170200,69400,Defective Product,Bank Transfer,Completed
454,RET000454,15195,40321,224,3661,20240828,2,4246100,8492200,0,934142,9426342,3399900,Late Delivery,E-Wallet,Completed
455,RET000455,24540,65181,912,14940,20221126,2,6111200,12222400,0,1344464,13566864,4867800,Quality Issue,Bank Transfer,Completed
456,RET000456,24540,65183,923,15114,20221126,1,179700,179700,0,19767,199467,124600,Late Delivery,Voucher,Completed
457,RET000457,11594,30732,768,12626,20240219,1,49400,49400,0,5434,54834,36400,Duplicate Order,Voucher,Completed
458,RET000458,7513,19931,22,355,20250414,3,97400,292200,29220,0,262980,86600,Late Delivery,Store Credit,Completed
459,RET000459,4927,13139,184,3040,20240910,1,23474400,23474400,0,2582184,26056584,19989200,Defective Product,Bank Transfer,Completed
460,RET000460,17223,45636,910,14906,20221218,1,6896500,6896500,0,758615,7655115,6130800,Customer Changed Mind,Cash,Completed
461,RET000461,17223,45640,953,15598,20221218,4,951300,3805200,0,418572,4223772,709100,Wrong Item Sent,Bank Transfer,Completed
462,RET000462,2391,6364,530,8678,20221023,2,2024900,4049800,0,445478,4495278,1276800,Late Delivery,E-Wallet,Completed
463,RET000463,2391,6366,97,1596,20221023,2,12967800,25935600,0,2852916,28788516,10740800,Late Delivery,Bank Transfer,Completed
464,RET000464,8646,22900,390,6337,20220122,1,1228100,1228100,61405,128336,1295031,941300,Defective Product,Cash,Completed
465,RET000465,16931,44832,508,8300,20251128,3,763500,2290500,0,251955,2542455,549700,Defective Product,Voucher,Completed
466,RET000466,20444,54183,735,12069,20230326,3,90700,272100,27210,26937,271827,70700,Wrong Item Sent,Cash,Pending
467,RET000467,22077,58542,376,6115,20231213,1,1287000,1287000,128700,127413,1285713,823000,Defective Product,Bank Transfer,Completed
468,RET000468,22077,58543,335,5448,20231213,1,207100,207100,0,22781,229881,152800,Late Delivery,Store Credit,Completed
469,RET000469,26477,70150,748,12275,20230804,2,5137500,10275000,1541250,960712,9694462,4084200,Damaged Product,E-Wallet,Completed
470,RET000470,16703,44257,687,11252,20250703,3,1283000,3849000,0,423390,4272390,910000,Defective Product,Voucher,Completed
471,RET000471,7840,20795,953,15598,20220620,3,951300,2853900,0,313929,3167829,709100,Damaged Product,Cash,Completed
472,RET000472,25904,68699,107,1746,20241005,2,2345800,4691600,0,516076,5207676,1725400,Incorrect Size,Bank Transfer,Completed
473,RET000473,25904,68700,94,1540,20241005,2,1277700,2555400,0,281094,2836494,856400,Expired Product,Bank Transfer,Completed
474,RET000474,20695,54871,317,5167,20251115,3,126600,379800,0,41778,421578,93100,Damaged Product,Voucher,Completed
475,RET000475,20695,54872,634,10397,20251115,1,3237000,3237000,323700,320463,3233763,2525700,Defective Product,Voucher,Completed
476,RET000476,18488,49015,15,246,20240915,1,46900,46900,0,5159,52059,39800,Damaged Product,E-Wallet,Pending
477,RET000477,11841,31410,29,482,20241119,1,54200,54200,2710,5663,57153,40300,Customer Changed Mind,Store Credit,Completed
478,RET000478,8454,22363,632,10363,20240709,3,55100,165300,0,18183,183483,39200,Damaged Product,Voucher,Completed
479,RET000479,22092,58581,198,3250,20220119,3,319500,958500,0,105435,1063935,217600,Incorrect Size,Bank Transfer,Completed
480,RET000480,22092,58582,184,3031,20220119,1,23474400,23474400,0,2582184,26056584,19989200,Damaged Product,Bank Transfer,Completed
481,RET000481,11884,31526,165,2715,20220417,2,1439100,2878200,0,316602,3194802,1145700,Defective Product,Bank Transfer,Completed
482,RET000482,11884,31527,544,8890,20220417,1,9812700,9812700,981270,971457,9802887,8702500,Damaged Product,E-Wallet,Rejected
483,RET000483,11884,31528,550,9002,20220417,1,2385900,2385900,119295,249326,2515931,1816700,Damaged Product,Bank Transfer,Completed
484,RET000484,11884,31530,809,13270,20220417,6,11000,66000,0,7260,73260,8000,Wrong Item Sent,E-Wallet,Completed
485,RET000485,17027,45072,341,5551,20250811,1,1181500,1181500,59075,123466,1245891,942000,Defective Product,E-Wallet,Pending
486,RET000486,17027,45074,96,1577,20250811,1,11372800,11372800,0,1251008,12623808,9931500,Damaged Product,Bank Transfer,Completed
487,RET000487,17027,45076,731,11990,20250811,10,63800,638000,0,0,638000,54700,Defective Product,E-Wallet,Pending
488,RET000488,24407,64826,51,838,20230603,7,148500,1039500,0,114345,1153845,98400,Customer Changed Mind,Bank Transfer,Completed
489,RET000489,25351,67225,601,9834,20221106,3,1696200,5088600,0,559746,5648346,1138200,Quality Issue,E-Wallet,Completed
490,RET000490,25351,67226,532,8702,20221106,1,26000,26000,1300,2717,27417,18500,Customer Changed Mind,Cash,Completed
491,RET000491,28965,76668,196,3229,20220719,2,4539400,9078800,0,998668,10077468,3596400,Defective Product,Cash,Completed
492,RET000492,28965,76670,625,10243,20220719,1,1987400,1987400,0,218614,2206014,1283500,Customer Changed Mind,Cash,Pending
493,RET000493,8656,22924,770,12648,20250121,7,44000,308000,0,33880,341880,32300,Damaged Product,Cash,Completed
494,RET000494,8656,22925,581,9513,20250121,1,936500,936500,0,103015,1039515,747800,Damaged Product,E-Wallet,Completed
495,RET000495,6828,18130,782,12859,20250822,3,317200,951600,0,104676,1056276,235800,Wrong Item Sent,Cash,Completed
496,RET000496,8505,22498,386,6262,20230214,1,8900,8900,0,979,9879,6200,Customer Changed Mind,Cash,Completed
497,RET000497,8505,22502,402,6530,20230214,3,330300,990900,0,108999,1099899,216100,Damaged Product,E-Wallet,Completed
498,RET000498,8449,22346,570,9355,20230528,2,218600,437200,0,48092,485292,160900,Damaged Product,Cash,Completed
499,RET000499,20198,53533,151,2496,20220209,1,1346700,1346700,0,148137,1494837,1107700,Customer Changed Mind,E-Wallet,Completed
500,RET000500,20198,53534,96,1572,20220209,1,11372800,11372800,0,1251008,12623808,9931500,Damaged Product,E-Wallet,Completed
501,RET000501,3446,9159,800,13132,20240509,1,12237800,12237800,0,1346158,13583958,9560800,Incorrect Size,E-Wallet,Completed
502,RET000502,12282,32578,331,5398,20250929,1,6618700,6618700,330935,691654,6979419,5527300,Quality Issue,Voucher,Completed
503,RET000503,12282,32580,368,5986,20250929,1,22997000,22997000,1149850,2403186,24250336,19535100,Wrong Item Sent,Voucher,Completed
504,RET000504,23393,62053,947,15503,20240812,1,6027500,6027500,0,663025,6690525,4736400,Damaged Product,Cash,Completed
505,RET000505,26831,71105,767,12602,20230307,1,312900,312900,0,34419,347319,234900,Customer Changed Mind,E-Wallet,Completed
506,RET000506,26831,71106,787,12937,20230307,4,157300,629200,0,69212,698412,106300,Customer Changed Mind,Store Credit,Rejected
507,RET000507,24884,66021,910,14909,20220214,1,6896500,6896500,0,758615,7655115,6130800,Incorrect Size,Store Credit,Completed
508,RET000508,19707,52268,391,6354,20230702,4,583100,2332400,0,256564,2588964,397300,Damaged Product,E-Wallet,Completed
509,RET000509,19707,52269,480,7825,20230702,1,10143100,10143100,0,1115741,11258841,8093600,Damaged Product,Store Credit,Completed
510,RET000510,21391,56743,814,13369,20250107,9,24100,216900,21690,21473,216683,20000,Damaged Product,Bank Transfer,Completed
511,RET000511,21391,56744,78,1273,20250107,1,491700,491700,0,54087,545787,407900,Wrong Item Sent,Store Credit,Completed
512,RET000512,29628,78371,68,1104,20250110,1,7864600,7864600,50000,859606,8674206,6828800,Quality Issue,E-Wallet,Completed
513,RET000513,19705,52258,646,10590,20250228,1,407300,407300,10000,43703,441003,313900,Customer Changed Mind,E-Wallet,Completed
514,RET000514,19705,52259,57,927,20250228,1,1355700,1355700,5000,148577,1499277,959900,Late Delivery,Voucher,Completed
515,RET000515,19705,52260,847,13892,20250228,1,1953000,1953000,3333,214463,2164130,1535000,Defective Product,Voucher,Completed
516,RET000516,14734,39116,10,165,20250506,1,1641500,1641500,0,180565,1822065,1256200,Quality Issue,Cash,Completed
517,RET000517,27789,73581,327,5316,20250823,2,1088100,2176200,6666,238648,2408182,715700,Customer Changed Mind,E-Wallet,Completed
518,RET000518,22427,59458,270,4406,20230328,4,29100,116400,0,12804,129204,23500,Wrong Item Sent,Bank Transfer,Completed
519,RET000519,22427,59460,603,9870,20230328,1,9254800,9254800,0,1018028,10272828,7829200,Quality Issue,E-Wallet,Completed
520,RET000520,22427,59461,1,15,20230328,3,516800,1550400,0,170544,1720944,344100,Expired Product,E-Wallet,Completed
521,RET000521,12340,32721,427,6947,20251016,1,22329400,22329400,2232940,2210610,22307070,19235300,Quality Issue,Store Credit,Completed
522,RET000522,1146,3001,426,6926,20240616,1,2855000,2855000,142750,298347,3010597,2121800,Damaged Product,Store Credit,Completed
523,RET000523,1239,3246,79,1282,20240501,1,325700,325700,0,35827,361527,258700,Wrong Item Sent,Bank Transfer,Completed
524,RET000524,29809,78855,412,6692,20220418,1,1315700,1315700,0,144727,1460427,929600,Wrong Item Sent,E-Wallet,Completed
525,RET000525,29809,78859,567,9308,20220418,1,10382000,10382000,0,1142020,11524020,8471200,Customer Changed Mind,Voucher,Completed
526,RET000526,29809,78860,458,7452,20220418,1,89800,89800,0,0,89800,79300,Customer Changed Mind,Store Credit,Completed
527,RET000527,5697,15204,11,173,20240801,1,9538600,9538600,0,1049246,10587846,8016000,Damaged Product,Bank Transfer,Completed
528,RET000528,11439,30308,922,15090,20240716,2,1104400,2208800,0,242968,2451768,735200,Defective Product,Store Credit,Completed
529,RET000529,11439,30309,936,15326,20240716,3,3185600,9556800,0,1051248,10608048,2653500,Quality Issue,Store Credit,Rejected
530,RET000530,14745,39142,463,7532,20250628,1,6647400,6647400,332370,694653,7009683,5604000,Damaged Product,E-Wallet,Completed
531,RET000531,2396,6379,836,13720,20220712,2,74500,149000,7450,15570,157120,52800,Damaged Product,E-Wallet,Completed
532,RET000532,21766,57732,541,8840,20251210,6,85200,511200,0,56232,567432,63700,Damaged Product,Bank Transfer,Completed
533,RET000533,12874,34191,382,6200,20230105,9,34600,311400,0,34254,345654,26700,Defective Product,E-Wallet,Completed
534,RET000534,23972,63640,883,14486,20231013,2,4216900,8433800,0,927718,9361518,3218700,Damaged Product,Cash,Completed
535,RET000535,9495,25135,465,7572,20230215,1,2389900,2389900,119495,249744,2520149,1785400,Customer Changed Mind,E-Wallet,Completed
536,RET000536,19084,50583,210,3443,20240214,1,354900,354900,0,39039,393939,246100,Damaged Product,Cash,Completed
537,RET000537,9546,25277,773,12709,20220327,2,1563000,3126000,156300,326667,3296367,1252300,Damaged Product,Cash,Completed
538,RET000538,21818,57852,567,9304,20250715,1,10382000,10382000,0,1142020,11524020,8471200,Damaged Product,Bank Transfer,Completed
539,RET000539,27738,73454,855,14022,20250711,1,339400,339400,24999,34584,348985,242300,Defective Product,Store Credit,Completed
540,RET000540,27738,73458,479,7813,20250711,2,2286800,4573600,25000,500346,5048946,1700900,Incorrect Size,Store Credit,Completed
541,RET000541,29058,76917,547,8954,20220130,2,3371300,6742600,0,741686,7484286,2708000,Incorrect Size,Bank Transfer,Completed
542,RET000542,6458,17199,198,3261,20220106,1,319500,319500,0,35145,354645,217600,Quality Issue,Bank Transfer,Completed
543,RET000543,6458,17200,715,11737,20220106,1,63600,63600,0,6996,70596,50300,Expired Product,Store Credit,Pending
544,RET000544,11570,30660,273,4452,20230825,1,1683500,1683500,84175,175925,1775250,1320900,Quality Issue,Cash,Completed
545,RET000545,11570,30661,841,13800,20230825,2,148900,297800,0,0,297800,121200,Late Delivery,Cash,Completed
546,RET000546,11570,30663,246,4029,20230825,8,28500,228000,0,25080,253080,24400,Customer Changed Mind,Cash,Completed
547,RET000547,5710,15239,362,5879,20250519,2,2101700,4203400,10000,461274,4654674,1399300,Quality Issue,E-Wallet,Completed
548,RET000548,5710,15241,524,8565,20250519,1,14546700,14546700,10000,1599037,16135737,12220400,Defective Product,Bank Transfer,Completed
549,RET000549,17923,47488,839,13766,20231211,3,1576300,4728900,0,520179,5249079,1024500,Damaged Product,Voucher,Completed
550,RET000550,17923,47489,498,8152,20231211,3,55700,167100,0,18381,185481,39800,Customer Changed Mind,Voucher,Completed
551,RET000551,17923,47492,869,14264,20231211,3,807700,2423100,0,266541,2689641,569200,Defective Product,Bank Transfer,Completed
552,RET000552,12512,33191,293,4777,20240613,1,1920300,1920300,0,211233,2131533,1479000,Quality Issue,Bank Transfer,Completed
553,RET000553,14639,38891,905,14834,20221104,2,95300,190600,0,0,190600,80700,Expired Product,E-Wallet,Completed
554,RET000554,14639,38892,589,9651,20221104,1,135500,135500,0,14905,150405,94100,Customer Changed Mind,E-Wallet,Completed
555,RET000555,14639,38893,531,8690,20221104,2,376200,752400,37620,78625,793405,235500,Damaged Product,E-Wallet,Completed
556,RET000556,22463,59556,687,11253,20221228,2,1283000,2566000,0,282260,2848260,910000,Damaged Product,E-Wallet,Pending
557,RET000557,10728,28400,161,2648,20241023,1,2919000,2919000,37500,316965,3198465,1911800,Expired Product,Bank Transfer,Completed
558,RET000558,18037,47824,850,13939,20220221,2,1517400,3034800,0,333828,3368628,999300,Customer Changed Mind,Store Credit,Completed
559,RET000559,18037,47825,140,2303,20220221,1,398500,398500,19925,41643,420218,296500,Quality Issue,Bank Transfer,Completed
560,RET000560,18037,47826,174,2875,20220221,1,3522900,3522900,0,387519,3910419,2758900,Quality Issue,Bank Transfer,Completed
561,RET000561,18037,47827,808,13261,20220221,1,236400,236400,0,26004,262404,153800,Damaged Product,E-Wallet,Completed
562,RET000562,23764,63058,518,8478,20220320,5,242000,1210000,60500,126445,1275945,168000,Expired Product,Cash,Completed
563,RET000563,8463,22387,772,12687,20230223,2,939900,1879800,0,206778,2086578,621800,Incorrect Size,Cash,Completed
564,RET000564,4578,12156,331,5390,20240627,1,6618700,6618700,330935,691654,6979419,5527300,Defective Product,Cash,Completed
565,RET000565,15437,40923,84,1367,20220330,1,3637800,3637800,0,400158,4037958,2729200,Quality Issue,E-Wallet,Completed
566,RET000566,12488,33119,457,7442,20221207,9,31200,280800,0,0,280800,26000,Customer Changed Mind,Bank Transfer,Completed
567,RET000567,12488,33123,489,7989,20221207,4,37300,149200,0,16412,165612,30400,Damaged Product,Voucher,Completed
568,RET000568,17282,45787,527,8613,20250219,1,20621600,20621600,0,2268376,22889976,18346200,Defective Product,Bank Transfer,Completed
569,RET000569,26541,70297,800,13139,20240717,2,12237800,24475600,0,2692316,27167916,9560800,Damaged Product,E-Wallet,Completed
570,RET000570,11830,31382,146,2404,20250205,3,41700,125100,0,13761,138861,35700,Incorrect Size,Bank Transfer,Completed
571,RET000571,11830,31384,824,13515,20250205,1,441800,441800,37500,44473,448773,277100,Late Delivery,E-Wallet,Completed
572,RET000572,18622,49357,348,5669,20250605,2,1918200,3836400,10000,420904,4247304,1654900,Customer Changed Mind,Cash,Completed
573,RET000573,18622,49358,180,2976,20250605,1,17385700,17385700,10000,1911327,19287027,14948200,Defective Product,E-Wallet,Completed
574,RET000574,18622,49359,571,9369,20250605,1,4610400,4610400,5000,506594,5111994,3183400,Defective Product,Bank Transfer,Completed
575,RET000575,3887,10303,755,12386,20250305,1,13689500,13689500,0,1505845,15195345,11882400,Defective Product,E-Wallet,Completed
576,RET000576,3887,10305,267,4345,20250305,1,10958800,10958800,547940,1145194,11556054,9752700,Incorrect Size,Store Credit,Completed
577,RET000577,3887,10306,358,5816,20250305,2,62400,124800,0,0,124800,52200,Damaged Product,Cash,Completed
578,RET000578,6319,16859,804,13202,20230608,1,794400,794400,0,87384,881784,548400,Damaged Product,Bank Transfer,Completed
579,RET000579,6319,16860,885,14511,20230608,1,902400,902400,45120,94300,951580,649600,Customer Changed Mind,Cash,Completed
580,RET000580,4329,11477,558,9154,20250613,1,752000,752000,0,82720,834720,555600,Defective Product,E-Wallet,Completed
581,RET000581,23276,61749,21,336,20260414,1,146100,146100,7305,15267,154062,103500,Late Delivery,Bank Transfer,Completed
582,RET000582,10918,28908,312,5074,20230114,1,23087800,23087800,0,2539658,25627458,19709800,Customer Changed Mind,E-Wallet,Pending
583,RET000583,6722,17871,600,9821,20231124,3,163400,490200,0,0,490200,128000,Damaged Product,Store Credit,Completed
584,RET000584,6722,17872,487,7943,20231124,2,7340900,14681800,0,1614998,16296798,5880400,Late Delivery,Voucher,Completed
585,RET000585,6722,17873,966,15818,20231124,2,1229000,2458000,0,270380,2728380,787500,Damaged Product,Voucher,Completed
586,RET000586,20864,55353,398,6466,20250726,1,10661700,10661700,10000,1171687,11823387,9364700,Wrong Item Sent,Voucher,Completed
587,RET000587,28699,75959,869,14254,20250314,1,807700,807700,40385,84404,851719,569200,Defective Product,Voucher,Completed
588,RET000588,17417,46131,618,10123,20240813,1,15397000,15397000,0,1693670,17090670,13391900,Damaged Product,E-Wallet,Completed
589,RET000589,17417,46132,116,1896,20240813,2,4701100,9402200,0,1034242,10436442,3821600,Quality Issue,Cash,Completed
590,RET000590,28132,74482,465,7559,20240131,1,2389900,2389900,119495,249744,2520149,1785400,Customer Changed Mind,Store Credit,Completed
591,RET000591,19828,52583,240,3916,20250518,2,57600,115200,0,12672,127872,44800,Wrong Item Sent,E-Wallet,Completed
592,RET000592,19828,52586,542,8862,20250518,1,2455500,2455500,0,270105,2725605,1555300,Customer Changed Mind,E-Wallet,Completed
593,RET000593,22546,59773,715,11729,20230428,1,63600,63600,0,6996,70596,50300,Defective Product,Store Credit,Completed
594,RET000594,22546,59774,174,2876,20230428,1,3522900,3522900,0,387519,3910419,2758900,Customer Changed Mind,Store Credit,Completed
595,RET000595,13651,36233,753,12356,20230227,4,910600,3642400,0,400664,4043064,646800,Damaged Product,E-Wallet,Completed
596,RET000596,7914,20986,926,15168,20221216,2,11559300,23118600,0,2543046,25661646,9183000,Wrong Item Sent,Bank Transfer,Completed
597,RET000597,7914,20987,643,10549,20221216,1,17686200,17686200,0,1945482,19631682,16281100,Wrong Item Sent,E-Wallet,Completed
598,RET000598,7914,20989,245,4012,20221216,1,6910000,6910000,0,760100,7670100,5695100,Customer Changed Mind,Cash,Pending
599,RET000599,11826,31368,249,4078,20241228,2,3713100,7426200,100000,805882,8132082,2997500,Quality Issue,E-Wallet,Completed
600,RET000600,24723,65619,956,15641,20240404,1,2733600,2733600,0,300696,3034296,1848900,Wrong Item Sent,Voucher,Completed
601,RET000601,22540,59749,969,15866,20231130,1,836000,836000,41800,87362,881562,666200,Expired Product,Store Credit,Completed
602,RET000602,21639,57380,959,15697,20220908,1,5572500,5572500,0,612975,6185475,4514000,Customer Changed Mind,Store Credit,Completed
603,RET000603,10378,27509,881,14461,20240216,1,487600,487600,0,53636,541236,350500,Damaged Product,E-Wallet,Completed
604,RET000604,5929,15840,886,14530,20250129,1,545000,545000,150000,43450,438450,450500,Defective Product,Bank Transfer,Pending
605,RET000605,10441,27656,666,10915,20220522,2,842200,1684400,0,185284,1869684,526900,Late Delivery,E-Wallet,Completed
606,RET000606,19664,52154,952,15584,20221201,2,168600,337200,0,0,337200,138600,Incorrect Size,Voucher,Completed
607,RET000607,8105,21472,676,11078,20220318,2,6352600,12705200,0,1397572,14102772,5073900,Damaged Product,Bank Transfer,Completed
608,RET000608,7041,18688,313,5098,20220228,4,1172500,4690000,0,515900,5205900,914000,Incorrect Size,E-Wallet,Completed
609,RET000609,10985,29083,178,2946,20240913,1,301100,301100,3333,32754,330521,224100,Incorrect Size,Bank Transfer,Completed
610,RET000610,1897,5012,144,2368,20230228,1,345200,345200,0,37972,383172,253000,Damaged Product,E-Wallet,Completed
611,RET000611,3442,9145,891,14616,20240425,3,661800,1985400,198540,196554,1983414,492500,Quality Issue,Voucher,Completed
612,RET000612,3442,9146,708,11607,20240425,2,523900,1047800,0,115258,1163058,375900,Customer Changed Mind,Cash,Completed
613,RET000613,19619,52043,365,5929,20260308,2,3715400,7430800,0,817388,8248188,3278200,Quality Issue,E-Wallet,Completed
614,RET000614,14287,37953,882,14472,20241022,4,278700,1114800,10000,121528,1226328,191100,Damaged Product,Store Credit,Completed
615,RET000615,481,1223,74,1198,20241021,1,3034200,3034200,0,333762,3367962,2545100,Damaged Product,E-Wallet,Completed
616,RET000616,481,1225,473,7701,20241021,2,7127200,14254400,2138160,1332786,13449026,5968100,Quality Issue,Bank Transfer,Completed
617,RET000617,1299,3391,571,9362,20221224,1,4610400,4610400,0,507144,5117544,3183400,Damaged Product,Bank Transfer,Completed
618,RET000618,1299,3392,492,8035,20221224,1,2977700,2977700,0,327547,3305247,2635400,Incorrect Size,Store Credit,Completed
619,RET000619,1299,3393,184,3029,20221224,1,23474400,23474400,0,2582184,26056584,19989200,Damaged Product,E-Wallet,Completed
620,RET000620,12436,32975,504,8230,20241217,1,855700,855700,0,94127,949827,686500,Customer Changed Mind,Voucher,Completed
621,RET000621,3681,9757,137,2253,20250108,2,29900,59800,0,6578,66378,22800,Wrong Item Sent,Bank Transfer,Completed
622,RET000622,3681,9758,145,2395,20250108,1,441300,441300,0,48543,489843,331400,Customer Changed Mind,Bank Transfer,Rejected
623,RET000623,3681,9759,455,7403,20250108,1,959500,959500,0,105545,1065045,724200,Defective Product,E-Wallet,Completed
624,RET000624,18391,48763,369,6001,20230813,1,588400,588400,0,64724,653124,442600,Quality Issue,E-Wallet,Completed
625,RET000625,21434,56852,963,15758,20250223,1,22161900,22161900,150000,2421309,24433209,19861800,Damaged Product,E-Wallet,Rejected
626,RET000626,23658,62744,792,13007,20240124,3,206900,620700,0,68277,688977,159200,Damaged Product,E-Wallet,Completed
627,RET000627,10000,26482,557,9137,20240111,1,6912900,6912900,0,760419,7673319,5717100,Expired Product,E-Wallet,Completed
628,RET000628,26701,70739,36,586,20250622,2,68600,137200,6860,14337,144677,57000,Quality Issue,Store Credit,Completed
629,RET000629,27014,71572,621,10179,20240813,2,90900,181800,0,0,181800,76800,Damaged Product,Voucher,Completed
630,RET000630,28871,76417,860,14105,20240725,2,235800,471600,23580,0,448020,195500,Incorrect Size,E-Wallet,Completed
631,RET000631,26047,69055,463,7534,20220812,1,6647400,6647400,0,731214,7378614,5604000,Damaged Product,Bank Transfer,Completed
632,RET000632,16890,44732,887,14546,20250306,1,2864100,2864100,75000,306801,3095901,2271500,Defective Product,Bank Transfer,Pending
633,RET000633,25439,67463,766,12587,20240403,2,3919100,7838200,391910,819091,8265381,2933900,Wrong Item Sent,Bank Transfer,Completed
634,RET000634,25439,67465,384,6241,20240403,2,107600,215200,0,0,215200,80900,Quality Issue,Bank Transfer,Completed
635,RET000635,49,144,952,15578,20251201,3,168600,505800,90000,0,415800,138600,Quality Issue,E-Wallet,Pending
636,RET000636,49,145,558,9149,20251201,1,752000,752000,150000,66220,668220,555600,Damaged Product,E-Wallet,Completed
637,RET000637,18003,47731,665,10905,20220522,1,21510000,21510000,0,2366100,23876100,19191600,Customer Changed Mind,Store Credit,Completed
638,RET000638,18003,47732,124,2037,20220522,1,13374200,13374200,0,1471162,14845362,10327400,Late Delivery,Cash,Completed
639,RET000639,18003,47733,554,9084,20220522,1,1310600,1310600,0,144166,1454766,895300,Expired Product,Voucher,Completed
640,RET000640,11967,31738,814,13369,20230812,1,24100,24100,0,2651,26751,20000,Defective Product,Cash,Completed
641,RET000641,11967,31739,936,15339,20230812,1,3185600,3185600,0,350416,3536016,2653500,Defective Product,Store Credit,Completed
642,RET000642,11967,31740,385,6259,20230812,2,4978500,9957000,0,1095270,11052270,4288900,Quality Issue,Store Credit,Completed
643,RET000643,12934,34356,332,5414,20251114,2,632700,1265400,0,139194,1404594,455600,Defective Product,E-Wallet,Completed
644,RET000644,29350,77625,312,5070,20241012,1,23087800,23087800,0,2539658,25627458,19709800,Defective Product,Bank Transfer,Completed
645,RET000645,11309,29955,821,13480,20231105,1,1291900,1291900,64595,135003,1362308,893800,Defective Product,Bank Transfer,Completed
646,RET000646,413,1072,756,12411,20260220,3,12000,36000,0,0,36000,10400,Customer Changed Mind,E-Wallet,Completed
647,RET000647,10874,28793,992,16223,20220920,5,43800,219000,0,0,219000,32900,Defective Product,E-Wallet,Completed
648,RET000648,21388,56730,58,936,20220614,1,5425100,5425100,0,596761,6021861,4425800,Damaged Product,Cash,Completed
649,RET000649,21388,56731,723,11850,20220614,1,5603000,5603000,0,616330,6219330,4985600,Defective Product,Voucher,Completed
650,RET000650,21388,56733,598,9783,20220614,9,56400,507600,0,55836,563436,42800,Customer Changed Mind,Store Credit,Completed
651,RET000651,9465,25042,72,1169,20260402,1,474900,474900,0,52239,527139,363800,Wrong Item Sent,E-Wallet,Completed
652,RET000652,9465,25043,633,10368,20260402,1,834200,834200,0,91762,925962,548700,Defective Product,Store Credit,Completed
653,RET000653,9465,25044,451,7331,20260402,1,2296200,2296200,0,252582,2548782,1755000,Defective Product,Cash,Completed
654,RET000654,255,667,640,10494,20220506,1,245900,245900,0,27049,272949,196400,Defective Product,Cash,Completed
655,RET000655,11512,30503,706,11569,20260224,1,2928000,2928000,146400,305976,3087576,2453700,Customer Changed Mind,E-Wallet,Pending
656,RET000656,11512,30504,69,1128,20260224,4,532700,2130800,0,234388,2365188,383900,Damaged Product,Cash,Completed
657,RET000657,3250,8647,751,12324,20250921,2,1164600,2329200,0,256212,2585412,910900,Damaged Product,Store Credit,Completed
658,RET000658,3250,8649,77,1247,20250921,2,306900,613800,0,67518,681318,219200,Customer Changed Mind,Voucher,Completed
659,RET000659,8720,23101,965,15807,20240912,1,3263900,3263900,10000,357929,3611829,2419000,Expired Product,Store Credit,Completed
660,RET000660,22534,59735,833,13668,20240921,1,98500,98500,0,10835,109335,68500,Expired Product,Voucher,Completed
661,RET000661,536,1355,490,8004,20230324,2,12600,25200,0,2772,27972,10000,Damaged Product,E-Wallet,Completed
662,RET000662,536,1356,296,4817,20230324,1,853800,853800,0,93918,947718,602800,Damaged Product,Store Credit,Completed
663,RET000663,18818,49871,348,5669,20230818,2,1918200,3836400,191820,400903,4045483,1654900,Customer Changed Mind,E-Wallet,Completed
664,RET000664,18818,49874,559,9176,20230818,3,646300,1938900,0,213279,2152179,426200,Damaged Product,Bank Transfer,Completed
665,RET000665,18818,49876,510,8345,20230818,1,333600,333600,0,36696,370296,239700,Wrong Item Sent,Bank Transfer,Completed
666,RET000666,10810,28625,923,15109,20230705,2,179700,359400,0,39534,398934,124600,Incorrect Size,Store Credit,Completed
667,RET000667,24314,64575,792,13004,20251103,3,206900,620700,0,68277,688977,159200,Customer Changed Mind,Store Credit,Completed
668,RET000668,9900,26238,526,8602,20220310,2,2879400,5758800,0,633468,6392268,2232800,Incorrect Size,E-Wallet,Completed
669,RET000669,9900,26239,112,1824,20220310,1,3476100,3476100,521415,325015,3279700,2784100,Quality Issue,E-Wallet,Completed
670,RET000670,9900,26240,882,14468,20220310,4,278700,1114800,0,122628,1237428,191100,Incorrect Size,Voucher,Completed
671,RET000671,27160,71958,219,3595,20220506,2,3907200,7814400,1172160,730646,7372886,3415400,Duplicate Order,Bank Transfer,Completed
672,RET000672,12539,33270,629,10294,20230803,1,1967400,1967400,0,216414,2183814,1312500,Defective Product,Bank Transfer,Completed
673,RET000673,12539,33271,548,8961,20230803,3,1027800,3083400,0,339174,3422574,662600,Customer Changed Mind,Bank Transfer,Completed
674,RET000674,12539,33272,487,7934,20230803,2,7340900,14681800,1468180,1453498,14667118,5880400,Defective Product,Cash,Completed
675,RET000675,15144,40180,423,6886,20250602,1,756700,756700,37835,79075,797940,531100,Quality Issue,Store Credit,Completed
676,RET000676,15144,40182,11,187,20250602,2,9538600,19077200,0,2098492,21175692,8016000,Customer Changed Mind,Bank Transfer,Completed
677,RET000677,9843,26078,423,6886,20231130,2,756700,1513400,0,166474,1679874,531100,Customer Changed Mind,Cash,Completed
678,RET000678,21505,57050,708,11606,20230216,1,523900,523900,0,57629,581529,375900,Late Delivery,E-Wallet,Completed
