inventory_key,inventory_code,purchase_key,inventory_date_key,product_key,store_key,received_quantity,accepted_quantity,damaged_quantity,inventory_status,batch_number,warehouse_location,expiry_date
17550,INV017550,19542,20251024,284,15,94,94,0,Received,BAT00017550,B-15-02,2027-04-17
17551,INV017551,19543,20231201,540,1,26,26,0,Received,BAT00017551,B-11-04,
17552,INV017552,19544,20230830,177,15,40,40,0,Received,BAT00017552,C-03-05,2025-02-20
17553,INV017553,19545,20250925,894,21,11,11,0,Received,BAT00017553,D-06-01,
17554,INV017554,19546,20251023,785,3,34,34,0,Received,BAT00017554,B-01-01,
17555,INV017555,19547,20220407,807,2,122,122,0,Received,BAT00017555,C-18-01,
17556,INV017556,19549,20260717,143,21,10,10,0,Received,BAT00017556,E-03-03,
17557,INV017557,19550,20261020,437,4,340,340,0,Received,BAT00017557,B-11-02,2027-10-20
17558,INV017558,19551,20251217,702,17,248,248,0,Received,BAT00017558,B-03-05,2027-12-17
17559,INV017559,19552,20220728,669,22,138,138,0,Received,BAT00017559,A-15-02,2024-07-27
17560,INV017560,19553,20230228,567,12,23,23,0,Received,BAT00017560,D-05-05,
17561,INV017561,19555,20250611,550,15,88,88,0,Received,BAT00017561,E-11-02,
17562,INV017562,19556,20251223,442,1,5,5,0,Received,BAT00017562,D-04-04,
17563,INV017563,19557,20221217,692,20,174,174,0,Received,BAT00017563,D-16-01,2024-12-16
17564,INV017564,19558,20260927,460,21,66,66,0,Received,BAT00017564,E-19-04,
17565,INV017565,19559,20250313,918,13,76,76,0,Received,BAT00017565,C-16-05,
17566,INV017566,19560,20230831,300,6,6,6,0,Received,BAT00017566,A-03-04,
17567,INV017567,19561,20240110,700,18,365,365,0,Received,BAT00017567,E-06-03,2025-01-09
17568,INV017568,19562,20220115,239,2,34,34,0,Received,BAT00017568,B-10-01,
17569,INV017569,19563,20250709,637,2,17,17,0,Received,BAT00017569,D-13-02,
17570,INV017570,19565,20240427,4,16,118,118,0,Received,BAT00017570,D-15-04,
17571,INV017571,19566,20250625,822,21,103,93,10,Partial,BAT00017571,A-13-05,
17572,INV017572,19567,20220917,705,25,107,107,0,Received,BAT00017572,B-13-06,2024-03-10
17573,INV017573,19568,20240830,341,11,27,27,0,Received,BAT00017573,A-05-06,
17574,INV017574,19569,20240521,159,4,267,267,0,Received,BAT00017574,B-11-03,
17575,INV017575,19570,20251025,758,15,29,29,0,Received,BAT00017575,A-10-03,
17576,INV017576,19571,20230526,302,7,3,3,0,Received,BAT00017576,D-13-04,
17577,INV017577,19572,20240826,136,9,50,50,0,Received,BAT00017577,C-03-06,2026-02-17
17578,INV017578,19573,20220820,56,5,14,14,0,Received,BAT00017578,D-16-05,
17579,INV017579,19574,20220708,199,25,161,161,0,Received,BAT00017579,A-01-05,
17580,INV017580,19575,20240411,329,20,26,26,0,Received,BAT00017580,D-02-02,
17581,INV017581,19576,20240830,96,16,66,60,6,Partial,BAT00017581,A-06-01,
17582,INV017582,19577,20250728,895,25,68,68,0,Received,BAT00017582,D-14-03,
17583,INV017583,19578,20221031,898,19,3,3,0,Received,BAT00017583,B-16-01,
17584,INV017584,19580,20240620,672,6,38,38,0,Received,BAT00017584,B-07-03,
17585,INV017585,19582,20230415,242,10,411,0,411,Rejected,BAT00017585,C-19-06,2024-04-14
17586,INV017586,19583,20250821,90,6,83,83,0,Received,BAT00017586,D-13-04,
17587,INV017587,19584,20240428,122,12,182,182,0,Received,BAT00017587,A-06-05,2026-04-28
17588,INV017588,19585,20231009,199,18,185,185,0,Received,BAT00017588,B-17-05,
17589,INV017589,19586,20230804,888,7,179,179,0,Received,BAT00017589,D-10-04,
17590,INV017590,19587,20230331,240,5,95,95,0,Received,BAT00017590,B-07-02,2025-03-30
17591,INV017591,19588,20230422,829,15,143,143,0,Received,BAT00017591,A-15-02,
17592,INV017592,19589,20260326,136,11,75,75,0,Received,BAT00017592,E-13-04,2027-09-17
17593,INV017593,19590,20240920,222,23,73,73,0,Received,BAT00017593,D-07-06,
17594,INV017594,19591,20260613,620,18,427,427,0,Received,BAT00017594,E-14-02,
17595,INV017595,19592,20230905,695,23,107,107,0,Received,BAT00017595,A-03-02,
17596,INV017596,19593,20230319,48,20,29,29,0,Received,BAT00017596,C-01-03,
17597,INV017597,19594,20251011,751,21,26,26,0,Received,BAT00017597,D-01-04,
17598,INV017598,19596,20220518,486,22,191,191,0,Received,BAT00017598,C-06-03,
17599,INV017599,19597,20260806,482,21,20,20,0,Received,BAT00017599,E-19-04,
17600,INV017600,19598,20260123,517,14,54,54,0,Received,BAT00017600,A-05-02,
17601,INV017601,19599,20250318,656,8,196,196,0,Received,BAT00017601,D-13-06,2026-03-18
17602,INV017602,19600,20261116,776,22,172,172,0,Received,BAT00017602,B-06-01,
17603,INV017603,19601,20260405,599,5,51,51,0,Received,BAT00017603,C-15-02,
17604,INV017604,19602,20221125,964,3,192,192,0,Received,BAT00017604,C-15-03,
17605,INV017605,19603,20241023,628,19,66,66,0,Received,BAT00017605,D-06-06,
17606,INV017606,19604,20260312,137,9,204,204,0,Received,BAT00017606,D-18-02,
17607,INV017607,19605,20240506,833,23,105,105,0,Received,BAT00017607,A-06-06,
17608,INV017608,19606,20250703,623,7,86,86,0,Received,BAT00017608,B-04-06,2026-12-25
17609,INV017609,19607,20230109,645,10,165,165,0,Received,BAT00017609,A-05-05,2024-01-09
17610,INV017610,19608,20251117,73,16,49,49,0,Received,BAT00017610,D-09-01,
17611,INV017611,19610,20250225,893,23,127,127,0,Received,BAT00017611,B-08-01,2026-08-19
17612,INV017612,19611,20240804,994,13,45,45,0,Received,BAT00017612,E-14-03,2026-01-26
17613,INV017613,19613,20250115,543,16,30,29,1,Partial,BAT00017613,E-16-04,
17614,INV017614,19615,20220628,72,9,42,42,0,Received,BAT00017614,C-15-03,
17615,INV017615,19616,20220707,769,17,45,45,0,Received,BAT00017615,D-19-03,
17616,INV017616,19617,20250317,511,1,98,98,0,Received,BAT00017616,C-20-03,
17617,INV017617,19618,20250702,140,10,178,178,0,Received,BAT00017617,C-08-03,
17618,INV017618,19619,20261118,980,5,20,20,0,Received,BAT00017618,D-11-03,
17619,INV017619,19620,20230730,454,23,72,72,0,Received,BAT00017619,D-02-03,2025-07-29
17620,INV017620,19621,20260304,674,22,7,7,0,Received,BAT00017620,D-16-05,
17621,INV017621,19622,20260925,895,1,47,47,0,Received,BAT00017621,C-19-02,
17622,INV017622,19623,20231225,546,23,211,211,0,Received,BAT00017622,D-07-01,2024-12-24
17623,INV017623,19624,20241213,395,11,265,265,0,Received,BAT00017623,E-07-06,2026-12-13
17624,INV017624,19625,20220921,604,2,130,130,0,Received,BAT00017624,A-10-04,2024-09-20
17625,INV017625,19626,20250619,7,2,118,110,8,Partial,BAT00017625,B-04-03,2027-06-19
17626,INV017626,19627,20250205,973,5,119,119,0,Received,BAT00017626,C-11-05,2026-07-30
17627,INV017627,19628,20220607,940,25,55,55,0,Received,BAT00017627,D-12-06,
17628,INV017628,19629,20231117,686,11,31,31,0,Received,BAT00017628,E-08-06,
17629,INV017629,19630,20250718,383,18,9,9,0,Received,BAT00017629,C-09-02,
17630,INV017630,19631,20260917,446,10,177,177,0,Received,BAT00017630,E-12-03,2027-09-17
17631,INV017631,19632,20221006,638,22,449,449,0,Received,BAT00017631,E-14-03,2023-10-06
17632,INV017632,19634,20231208,205,12,260,260,0,Received,BAT00017632,A-17-02,
17633,INV017633,19635,20221210,826,21,57,57,0,Received,BAT00017633,B-09-01,
17634,INV017634,19636,20240106,691,8,20,19,1,Partial,BAT00017634,E-14-06,
17635,INV017635,19638,20261122,58,16,23,23,0,Received,BAT00017635,E-05-06,
17636,INV017636,19639,20250105,271,10,23,23,0,Received,BAT00017636,B-05-05,
17637,INV017637,19640,20250415,660,18,269,269,0,Received,BAT00017637,C-20-05,
17638,INV017638,19641,20220408,783,21,245,245,0,Received,BAT00017638,D-18-01,2024-04-07
17639,INV017639,19642,20220426,766,16,73,73,0,Received,BAT00017639,B-03-05,
17640,INV017640,19643,20261115,694,21,24,24,0,Received,BAT00017640,D-10-02,
17641,INV017641,19644,20220410,51,14,110,110,0,Received,BAT00017641,B-11-02,
17642,INV017642,19645,20240724,286,15,154,154,0,Received,BAT00017642,E-10-06,
17643,INV017643,19647,20261113,852,7,24,24,0,Received,BAT00017643,C-06-03,
17644,INV017644,19649,20220602,290,22,235,235,0,Received,BAT00017644,C-02-04,2023-06-02
17645,INV017645,19650,20260318,781,8,10,10,0,Received,BAT00017645,A-13-01,
17646,INV017646,19652,20250301,875,3,30,30,0,Received,BAT00017646,B-13-05,
17647,INV017647,19653,20260620,583,3,295,295,0,Received,BAT00017647,E-15-04,
17648,INV017648,19654,20221001,55,21,90,90,0,Received,BAT00017648,E-13-02,
17649,INV017649,19655,20240614,209,4,32,32,0,Received,BAT00017649,A-20-03,
17650,INV017650,19656,20240801,663,23,253,253,0,Received,BAT00017650,D-09-04,
17651,INV017651,19657,20240726,808,13,223,223,0,Received,BAT00017651,B-19-01,2026-07-26
17652,INV017652,19658,20260303,181,21,452,452,0,Received,BAT00017652,C-10-05,2027-03-03
17653,INV017653,19659,20251107,896,18,93,93,0,Received,BAT00017653,A-08-01,
17654,INV017654,19660,20260331,838,9,38,38,0,Received,BAT00017654,C-12-06,
17655,INV017655,19661,20250824,679,20,129,129,0,Received,BAT00017655,C-01-01,
17656,INV017656,19662,20230607,167,11,52,52,0,Received,BAT00017656,D-05-02,
17657,INV017657,19663,20220307,153,25,70,70,0,Received,BAT00017657,E-06-01,
17658,INV017658,19664,20250911,81,18,25,25,0,Received,BAT00017658,A-20-04,
17659,INV017659,19665,20260418,391,5,84,84,0,Received,BAT00017659,A-17-01,2028-04-17
17660,INV017660,19666,20230722,541,9,209,209,0,Received,BAT00017660,E-15-03,
17661,INV017661,19667,20230316,184,15,14,14,0,Received,BAT00017661,A-17-03,
17662,INV017662,19668,20240116,735,14,275,275,0,Received,BAT00017662,E-01-01,
17663,INV017663,19669,20260105,835,13,157,157,0,Received,BAT00017663,D-05-01,
17664,INV017664,19670,20250101,267,11,67,67,0,Received,BAT00017664,D-14-03,
17665,INV017665,19671,20240121,413,9,58,58,0,Received,BAT00017665,C-03-01,2026-01-20
17666,INV017666,19672,20250415,207,12,25,25,0,Received,BAT00017666,B-20-01,
17667,INV017667,19673,20220429,104,3,292,292,0,Received,BAT00017667,D-11-05,2023-04-29
17668,INV017668,19674,20240207,786,2,170,170,0,Received,BAT00017668,D-18-03,
17669,INV017669,19675,20230729,808,16,83,83,0,Received,BAT00017669,E-16-02,2025-07-28
17670,INV017670,19676,20230905,233,17,200,200,0,Received,BAT00017670,D-16-03,2025-02-26
17671,INV017671,19677,20250725,940,22,119,119,0,Received,BAT00017671,D-07-01,
17672,INV017672,19678,20230105,569,25,72,72,0,Received,BAT00017672,E-17-03,2024-06-28
17673,INV017673,19679,20220604,476,9,170,170,0,Received,BAT00017673,D-04-02,2024-06-03
17674,INV017674,19680,20250921,720,13,45,45,0,Received,BAT00017674,B-04-04,
17675,INV017675,19681,20250115,343,3,19,19,0,Received,BAT00017675,B-04-04,
17676,INV017676,19682,20240604,687,19,132,132,0,Received,BAT00017676,A-12-05,
17677,INV017677,19684,20230426,920,7,99,99,0,Received,BAT00017677,C-20-01,
17678,INV017678,19685,20241124,853,19,106,106,0,Received,BAT00017678,C-15-05,2025-11-24
17679,INV017679,19686,20260830,498,6,273,273,0,Received,BAT00017679,D-02-05,
17680,INV017680,19687,20230415,100,14,122,122,0,Received,BAT00017680,B-02-01,
17681,INV017681,19688,20220728,930,4,50,50,0,Received,BAT00017681,E-01-01,
17682,INV017682,19689,20231230,396,9,171,163,8,Partial,BAT00017682,B-03-06,2025-12-29
17683,INV017683,19690,20220605,707,24,9,9,0,Received,BAT00017683,C-13-04,
17684,INV017684,19691,20240514,521,19,23,23,0,Received,BAT00017684,B-07-01,
17685,INV017685,19692,20241023,955,24,123,123,0,Received,BAT00017685,C-14-04,2026-04-16
17686,INV017686,19693,20231012,614,15,51,51,0,Received,BAT00017686,B-12-03,
17687,INV017687,19694,20220506,594,6,39,39,0,Received,BAT00017687,D-05-04,
17688,INV017688,19695,20261210,926,15,28,28,0,Received,BAT00017688,B-20-06,
17689,INV017689,19696,20221116,286,12,106,106,0,Received,BAT00017689,D-03-02,
17690,INV017690,19697,20260125,70,8,17,17,0,Received,BAT00017690,E-09-06,
17691,INV017691,19699,20230825,628,9,50,50,0,Received,BAT00017691,E-05-06,
17692,INV017692,19700,20220710,413,17,92,92,0,Received,BAT00017692,B-20-03,2024-07-09
17693,INV017693,19702,20230603,299,4,37,37,0,Received,BAT00017693,D-18-01,
17694,INV017694,19704,20240819,463,2,15,15,0,Received,BAT00017694,E-09-06,
17695,INV017695,19705,20261224,570,10,187,187,0,Received,BAT00017695,D-12-02,2028-12-23
17696,INV017696,19706,20250814,358,14,342,342,0,Received,BAT00017696,D-09-06,2026-08-14
17697,INV017697,19708,20231223,574,13,15,15,0,Received,BAT00017697,A-09-01,
17698,INV017698,19709,20221218,225,2,143,143,0,Received,BAT00017698,D-08-04,
17699,INV017699,19710,20260720,524,23,16,16,0,Received,BAT00017699,A-14-02,
17700,INV017700,19711,20260609,688,13,44,44,0,Received,BAT00017700,C-16-05,2027-12-01
17701,INV017701,19712,20250614,343,22,8,8,0,Received,BAT00017701,B-18-05,
17702,INV017702,19714,20221111,517,14,64,64,0,Received,BAT00017702,C-18-02,
17703,INV017703,19715,20220818,899,10,165,165,0,Received,BAT00017703,C-19-03,
17704,INV017704,19716,20250403,799,22,200,200,0,Received,BAT00017704,E-16-01,
17705,INV017705,19717,20260119,34,15,4,4,0,Received,BAT00017705,A-06-01,
17706,INV017706,19718,20220428,524,20,16,16,0,Received,BAT00017706,C-17-01,
17707,INV017707,19719,20250816,625,8,333,333,0,Received,BAT00017707,B-17-02,
17708,INV017708,19720,20240317,582,19,37,37,0,Received,BAT00017708,B-08-06,
17709,INV017709,19721,20221005,772,15,141,141,0,Received,BAT00017709,E-13-05,
17710,INV017710,19722,20260113,960,5,260,260,0,Received,BAT00017710,E-08-01,
17711,INV017711,19723,20221103,909,7,46,46,0,Received,BAT00017711,D-11-04,
17712,INV017712,19724,20250317,445,25,462,462,0,Received,BAT00017712,A-05-04,2026-03-17
17713,INV017713,19725,20260412,713,25,231,231,0,Received,BAT00017713,C-16-06,2028-04-11
17714,INV017714,19726,20250418,792,24,95,95,0,Received,BAT00017714,C-08-02,2026-10-10
17715,INV017715,19727,20230522,602,2,32,32,0,Received,BAT00017715,B-16-03,
17716,INV017716,19728,20220612,224,6,52,52,0,Received,BAT00017716,D-12-01,
17717,INV017717,19729,20220813,788,14,10,10,0,Received,BAT00017717,C-07-02,
17718,INV017718,19730,20221215,127,9,8,8,0,Received,BAT00017718,A-06-01,
17719,INV017719,19731,20240626,128,16,53,53,0,Received,BAT00017719,A-10-04,
17720,INV017720,19732,20260523,162,23,52,50,2,Partial,BAT00017720,E-16-02,
17721,INV017721,19733,20250112,363,8,24,22,2,Partial,BAT00017721,C-03-03,
17722,INV017722,19734,20260608,361,2,70,70,0,Received,BAT00017722,E-13-04,
17723,INV017723,19735,20251031,680,25,71,71,0,Received,BAT00017723,A-19-06,
17724,INV017724,19737,20250718,775,24,11,11,0,Received,BAT00017724,E-14-01,
17725,INV017725,19738,20221124,110,18,5,5,0,Received,BAT00017725,B-09-03,
17726,INV017726,19739,20250831,985,5,72,72,0,Received,BAT00017726,B-17-05,
17727,INV017727,19740,20250205,265,9,473,473,0,Received,BAT00017727,C-04-05,
17728,INV017728,19743,20220321,274,3,26,26,0,Received,BAT00017728,D-20-06,
17729,INV017729,19744,20240710,21,23,133,133,0,Received,BAT00017729,A-20-04,
17730,INV017730,19745,20260411,766,6,37,37,0,Received,BAT00017730,A-18-04,
17731,INV017731,19746,20240811,572,16,49,49,0,Received,BAT00017731,D-20-01,
17732,INV017732,19747,20250825,854,5,29,29,0,Received,BAT00017732,B-11-06,
17733,INV017733,19748,20240901,590,18,24,24,0,Received,BAT00017733,B-19-01,2026-02-23
17734,INV017734,19749,20240824,979,19,13,13,0,Received,BAT00017734,B-06-05,
17735,INV017735,19750,20220930,530,5,358,358,0,Received,BAT00017735,A-13-05,
17736,INV017736,19751,20250511,103,4,34,34,0,Received,BAT00017736,B-13-05,2026-11-02
17737,INV017737,19752,20220411,379,24,158,144,14,Partial,BAT00017737,D-13-06,
17738,INV017738,19754,20250117,32,22,30,30,0,Received,BAT00017738,A-12-02,
17739,INV017739,19755,20250123,252,9,43,43,0,Received,BAT00017739,C-11-01,
17740,INV017740,19758,20261201,161,10,145,145,0,Received,BAT00017740,A-16-04,
17741,INV017741,19759,20220502,942,12,79,79,0,Received,BAT00017741,D-07-05,
17742,INV017742,19760,20230101,302,12,17,17,0,Received,BAT00017742,A-16-06,
17743,INV017743,19761,20230509,800,18,21,21,0,Received,BAT00017743,B-10-03,
17744,INV017744,19762,20220428,258,14,14,13,1,Partial,BAT00017744,D-12-06,
17745,INV017745,19763,20240120,598,16,247,247,0,Received,BAT00017745,A-18-06,
17746,INV017746,19764,20261202,66,3,21,21,0,Received,BAT00017746,B-06-01,
17747,INV017747,19765,20260328,91,8,135,135,0,Received,BAT00017747,E-14-03,
17748,INV017748,19766,20260430,426,12,32,32,0,Received,BAT00017748,D-15-06,
17749,INV017749,19767,20221022,185,7,64,64,0,Received,BAT00017749,A-17-02,2024-10-21
17750,INV017750,19769,20221002,116,13,90,90,0,Received,BAT00017750,C-19-05,
17751,INV017751,19770,20251014,105,4,18,18,0,Received,BAT00017751,C-14-04,
17752,INV017752,19771,20250527,332,9,74,74,0,Received,BAT00017752,A-06-02,2026-11-18
17753,INV017753,19772,20221007,408,15,180,174,6,Partial,BAT00017753,A-01-01,
17754,INV017754,19773,20220303,922,21,399,364,35,Partial,BAT00017754,C-17-06,
17755,INV017755,19774,20260616,255,10,8,8,0,Received,BAT00017755,B-06-06,
17756,INV017756,19775,20260307,57,6,177,177,0,Received,BAT00017756,D-13-05,
17757,INV017757,19777,20220422,181,20,124,124,0,Received,BAT00017757,E-17-02,2023-04-22
17758,INV017758,19778,20240614,947,13,36,36,0,Received,BAT00017758,D-18-03,
17759,INV017759,19779,20260507,941,10,433,433,0,Received,BAT00017759,D-09-05,2027-05-07
17760,INV017760,19780,20250923,466,24,66,66,0,Received,BAT00017760,A-20-06,
17761,INV017761,19781,20260430,926,15,5,5,0,Received,BAT00017761,A-20-06,
17762,INV017762,19782,20230829,164,6,29,29,0,Received,BAT00017762,C-09-04,
17763,INV017763,19783,20230206,214,25,15,15,0,Received,BAT00017763,E-08-04,
17764,INV017764,19784,20240524,244,25,17,17,0,Received,BAT00017764,D-18-01,
17765,INV017765,19785,20230528,340,21,64,64,0,Received,BAT00017765,C-18-04,2025-05-27
17766,INV017766,19786,20260201,27,15,110,110,0,Received,BAT00017766,E-04-02,
17767,INV017767,19787,20240608,224,15,39,39,0,Received,BAT00017767,A-18-03,
17768,INV017768,19788,20220310,345,12,134,134,0,Received,BAT00017768,B-01-04,
17769,INV017769,19789,20260618,537,2,172,172,0,Received,BAT00017769,A-10-01,2027-12-10
17770,INV017770,19790,20260926,282,3,60,60,0,Received,BAT00017770,C-10-02,
17771,INV017771,19791,20240822,749,23,293,293,0,Received,BAT00017771,B-11-02,2026-08-22
17772,INV017772,19793,20230524,129,8,51,51,0,Received,BAT00017772,C-07-06,2024-11-14
17773,INV017773,19794,20220131,777,23,99,99,0,Received,BAT00017773,E-07-01,2023-07-25
17774,INV017774,19795,20241229,848,8,29,29,0,Received,BAT00017774,E-10-04,
17775,INV017775,19796,20240827,102,8,32,32,0,Received,BAT00017775,B-10-06,
17776,INV017776,19797,20251217,552,25,19,19,0,Received,BAT00017776,B-13-04,
17777,INV017777,19798,20260401,756,19,393,393,0,Received,BAT00017777,C-06-04,2027-04-01
17778,INV017778,19799,20251109,30,21,184,184,0,Received,BAT00017778,E-14-01,2027-11-09
17779,INV017779,19800,20230223,305,9,220,219,1,Partial,BAT00017779,C-12-01,2024-02-23
17780,INV017780,19801,20250622,531,13,153,153,0,Received,BAT00017780,D-19-06,
17781,INV017781,19802,20251209,508,5,314,314,0,Received,BAT00017781,E-14-02,
17782,INV017782,19803,20260919,436,5,86,86,0,Received,BAT00017782,D-17-04,
17783,INV017783,19804,20230524,664,7,21,21,0,Received,BAT00017783,B-02-05,
17784,INV017784,19805,20250223,947,10,10,9,1,Partial,BAT00017784,E-01-02,
17785,INV017785,19806,20230206,962,14,295,295,0,Received,BAT00017785,B-11-04,
17786,INV017786,19807,20261122,70,7,21,21,0,Received,BAT00017786,B-17-01,
17787,INV017787,19808,20231003,934,22,5,5,0,Received,BAT00017787,B-04-02,
17788,INV017788,19809,20261125,709,11,11,11,0,Received,BAT00017788,C-08-04,
17789,INV017789,19810,20230327,274,2,29,29,0,Received,BAT00017789,A-08-04,
17790,INV017790,19811,20221014,378,19,39,39,0,Received,BAT00017790,A-09-01,
17791,INV017791,19812,20230402,689,16,74,74,0,Received,BAT00017791,A-16-05,2024-09-23
17792,INV017792,19813,20240501,354,5,11,11,0,Received,BAT00017792,A-08-03,
17793,INV017793,19814,20231218,770,15,177,177,0,Received,BAT00017793,D-15-04,
17794,INV017794,19815,20260213,907,18,11,11,0,Received,BAT00017794,A-05-03,
17795,INV017795,19816,20260704,27,12,56,56,0,Received,BAT00017795,B-11-01,
17796,INV017796,19818,20260930,641,6,144,144,0,Received,BAT00017796,C-02-05,
17797,INV017797,19819,20220427,85,19,81,81,0,Received,BAT00017797,E-10-04,
17798,INV017798,19820,20230614,954,2,5,4,1,Partial,BAT00017798,C-03-05,
17799,INV017799,19821,20260714,185,18,63,63,0,Received,BAT00017799,E-04-06,2028-07-13
17800,INV017800,19822,20250906,589,3,108,108,0,Received,BAT00017800,A-18-01,
17801,INV017801,19824,20240127,777,4,47,47,0,Received,BAT00017801,A-10-04,2025-07-20
17802,INV017802,19825,20231020,712,13,70,70,0,Received,BAT00017802,B-16-01,
17803,INV017803,19826,20240219,275,22,77,77,0,Received,BAT00017803,B-05-04,
17804,INV017804,19827,20220917,400,12,16,16,0,Received,BAT00017804,B-01-01,
17805,INV017805,19829,20250614,541,6,176,176,0,Received,BAT00017805,A-04-06,
17806,INV017806,19830,20260118,720,25,133,123,10,Partial,BAT00017806,D-06-02,
17807,INV017807,19831,20260901,34,17,15,15,0,Received,BAT00017807,B-09-03,
17808,INV017808,19832,20260416,326,17,308,308,0,Received,BAT00017808,D-11-01,
17809,INV017809,19833,20240930,350,20,188,188,0,Received,BAT00017809,A-12-03,
17810,INV017810,19834,20221027,990,22,82,82,0,Received,BAT00017810,C-20-04,2024-04-19
17811,INV017811,19835,20250830,173,10,53,53,0,Received,BAT00017811,A-13-06,
17812,INV017812,19836,20230112,202,17,203,203,0,Received,BAT00017812,A-13-06,2025-01-11
17813,INV017813,19837,20230331,420,20,133,133,0,Received,BAT00017813,A-14-04,
17814,INV017814,19838,20220112,909,8,38,38,0,Received,BAT00017814,C-03-04,
17815,INV017815,19839,20220525,394,5,11,11,0,Received,BAT00017815,D-15-04,
17816,INV017816,19840,20261019,314,18,18,18,0,Received,BAT00017816,A-12-05,
17817,INV017817,19841,20220122,759,17,82,82,0,Received,BAT00017817,D-13-03,2023-07-16
17818,INV017818,19843,20250301,991,2,110,0,110,Rejected,BAT00017818,A-18-03,2027-03-01
17819,INV017819,19844,20220611,862,19,69,69,0,Received,BAT00017819,A-14-05,
17820,INV017820,19846,20220419,223,20,56,56,0,Received,BAT00017820,A-07-05,
17821,INV017821,19847,20220525,956,9,34,34,0,Received,BAT00017821,D-09-03,
17822,INV017822,19848,20260930,95,14,72,72,0,Received,BAT00017822,B-03-03,2028-09-29
17823,INV017823,19849,20240211,919,6,481,481,0,Received,BAT00017823,C-01-01,
17824,INV017824,19850,20230131,595,5,409,409,0,Received,BAT00017824,B-04-02,2024-01-31
17825,INV017825,19851,20260601,189,7,376,376,0,Received,BAT00017825,C-12-02,2027-06-01
17826,INV017826,19852,20240520,841,9,134,134,0,Received,BAT00017826,C-10-05,
17827,INV017827,19853,20231122,427,20,10,10,0,Received,BAT00017827,B-13-05,
17828,INV017828,19854,20221121,691,23,19,19,0,Received,BAT00017828,A-03-05,
17829,INV017829,19855,20231121,146,10,528,528,0,Received,BAT00017829,E-14-05,2024-11-20
17830,INV017830,19856,20230215,898,19,7,7,0,Received,BAT00017830,C-08-02,
17831,INV017831,19857,20250306,632,13,186,186,0,Received,BAT00017831,B-20-03,
17832,INV017832,19858,20260419,938,1,98,98,0,Received,BAT00017832,E-05-06,2027-10-11
17833,INV017833,19859,20240225,171,11,19,19,0,Received,BAT00017833,A-19-03,
17834,INV017834,19860,20231102,802,2,90,90,0,Received,BAT00017834,A-10-04,2025-04-25
17835,INV017835,19861,20240117,293,13,2,2,0,Received,BAT00017835,B-18-05,
17836,INV017836,19862,20240922,158,4,55,55,0,Received,BAT00017836,C-11-06,
17837,INV017837,19863,20251029,155,10,54,54,0,Received,BAT00017837,B-05-05,2027-10-29
17838,INV017838,19864,20240721,756,9,445,445,0,Received,BAT00017838,A-12-03,2025-07-21
17839,INV017839,19865,20220217,475,14,10,10,0,Received,BAT00017839,C-13-04,
17840,INV017840,19866,20230909,670,20,7,7,0,Received,BAT00017840,A-18-03,
17841,INV017841,19867,20260330,509,16,63,63,0,Received,BAT00017841,A-08-03,
17842,INV017842,19868,20260518,107,4,30,30,0,Received,BAT00017842,B-01-02,
17843,INV017843,19869,20231219,184,15,13,13,0,Received,BAT00017843,D-02-05,
17844,INV017844,19870,20230330,414,2,180,179,1,Partial,BAT00017844,E-17-06,2024-03-29
17845,INV017845,19871,20230623,698,18,67,67,0,Received,BAT00017845,E-13-01,
17846,INV017846,19872,20250422,115,9,63,63,0,Received,BAT00017846,B-15-03,2027-04-22
17847,INV017847,19873,20231231,557,22,29,29,0,Received,BAT00017847,D-18-01,
17848,INV017848,19874,20241226,658,9,215,215,0,Received,BAT00017848,A-09-02,2026-12-26
17849,INV017849,19875,20231221,128,19,71,71,0,Received,BAT00017849,B-12-04,
17850,INV017850,19876,20220306,593,22,38,38,0,Received,BAT00017850,C-12-03,
17851,INV017851,19877,20220123,8,10,116,116,0,Received,BAT00017851,D-20-05,
17852,INV017852,19878,20261215,90,12,107,107,0,Received,BAT00017852,C-09-03,
17853,INV017853,19879,20260301,937,11,29,29,0,Received,BAT00017853,C-04-06,
17854,INV017854,19882,20240220,214,1,16,16,0,Received,BAT00017854,D-09-06,
17855,INV017855,19883,20240714,815,5,17,17,0,Received,BAT00017855,D-09-02,
17856,INV017856,19884,20230608,838,10,100,100,0,Received,BAT00017856,B-15-06,
17857,INV017857,19885,20241013,471,4,16,16,0,Received,BAT00017857,B-17-06,
17858,INV017858,19886,20231229,740,8,62,62,0,Received,BAT00017858,D-10-02,
17859,INV017859,19887,20241218,699,24,234,234,0,Received,BAT00017859,B-13-01,
17860,INV017860,19888,20240510,931,10,27,27,0,Received,BAT00017860,B-15-05,
17861,INV017861,19889,20240229,152,10,37,37,0,Received,BAT00017861,C-17-01,
17862,INV017862,19890,20250228,368,21,15,15,0,Received,BAT00017862,C-02-02,
17863,INV017863,19891,20260524,890,17,136,136,0,Received,BAT00017863,D-11-01,2027-11-15
17864,INV017864,19892,20220702,250,5,194,194,0,Received,BAT00017864,D-13-02,2024-07-01
17865,INV017865,19893,20261225,397,19,11,11,0,Received,BAT00017865,D-11-04,
17866,INV017866,19894,20240926,159,16,192,184,8,Partial,BAT00017866,B-14-03,
17867,INV017867,19895,20250910,576,7,9,0,9,Rejected,BAT00017867,E-09-04,
17868,INV017868,19897,20250918,541,5,159,147,12,Partial,BAT00017868,A-17-03,
